Artist,Song,Song_ID,Lyrics,Url
Novi fosili,Zagrli moju dušu,oOIOCzZV_39,"Svaki put kad putujem
ja iznova tugujem
kao da se necu vratiti
kao da me neces cekati.

Svaki put kad odlazim
kao da te izgubim
kao da se necu vratiti
kao da me neces cekati.

Zagrli moju dusu
zagrli moje ime
ja, ja cu se vratiti
kunem ti se svime.

Svaki put kad putujem
ja iznova ludujem
kao da se necu vratiti
kao da me neces cekati.

Svaki put kad odlazim
kao da te izgubim
kao da se necu vratiti
kao da me neces cekati.

Zagrli moju dusu
zagrli moje ime
ja, ja cu se vratiti
kunem ti se svime.",https://cuspajz.com//tekstovi-pjesama/pjesma/novi-fosili/zagrli-moju-dusu.html
Novi fosili,Znam,oOIOCzZV_40,"Sjedi još tren
i bez nas će svanuti
zagrli me
i onda možeš krenuti

A sjedi još tren
ovo ti moram kazati
ne krivim te
ja te neću mrziti

Jer nebo sve vidi sve zna
i možda ćeš jednom k'o ja
nakom reći:

znam i ti mi odlaziš
znam i ti me ne voliš
i nema tu, budimo, samo dobri drugovi
nema toga nakon ljubavi

Ma sjedi još tren
ništa ti neću tražiti
i ne boj se ne
više ti neću smatati

A sjedi još tren
ovo ti moram kazati
ne krivim te
i ja te neću mrziti

Jer nebo sve vidi sve zna....",https://cuspajz.com//tekstovi-pjesama/pjesma/novi-fosili/znam.html
Mate Miso Kovac,A kad se tebi opet vratim,Zwn2Yv0K_0,,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/a-kad-se-tebi-opet-vratim.html
Mate Miso Kovac,Ako me ostaviš,Zwn2Yv0K_1,"Samo jednom ljubav pokuca na vrata
Da te rani čežnjom i gorčinom
Da te vodi ko`pticu bez jata;
Da te tješi vinom.

Ako me ostaviš, kad poželiš kraj
I nebo će plakati, izgubit će sjaj.
Ako me ostaviš, ne ruši drugo sve.
Pusti da vjerujem da voljela si me.

Samo jednom ljubav pokuca na vrata
Da ti pruži snove i ljepotu.
Da ti stavi okove od zlata
Jednom u životu.",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-me-ostavis.html
Mate Miso Kovac,Ako si pošla spat,Zwn2Yv0K_2,"Ako si pošla spat
Bila ti laka noć,

Anđeli od raja,
Bili ti na pomoć.

Blažena postelja
Na kojoj počivaš,
Blaženi lancuni
S kojima se pokrivaš.",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-si-posla-spat.html
Mate Miso Kovac,Ako srce mira nema,Zwn2Yv0K_3,"Sad ljubiš u snovima
Sad patiš u snovima
Jer još misliš kadar sam
Da pravu ljubav dam

Za igru i žalost znaš
I osmijeh da meni daš
Za tvoj svijet je dosta to
A ja što imam od tog

Ako srca mira nema
Ni trenutak tada znaj
To je ljubav to ja tražim
Sve samo ne laž

Ako želiš moju ljubav
Drugu igru igraj tad
Ničeg nema osim nas
To je važno znaj

Za igru i žalost znaš
I osmijeh da meni daš
Za tvoj svijet je dosta to
A ja što imam od tog

Ako srca mira nema
Ni trenutak tada znaj
To je ljubav to ja tražim
Sve samo ne laž

Ako želiš moju ljubav
Drugu igru igraj tad
Ničeg nema osim nas
To je važno znaj

",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ako-srce-mira-nema.html
Mate Miso Kovac,Balada o vremenu,Zwn2Yv0K_4,,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/balada-o-vremenu.html
Mate Miso Kovac,Bez rastanka suza nema,Zwn2Yv0K_5,"Ostavljam te opet samu
odlazim u noć i tamu.
Pozdravi me tvoji prate
gdje su zore da se vrate.
Pozdravi me tvoji prate
gdje su zore da se vrate.

Bez rastanka suza nema
ja ih skrivam one teku.
Isplači se srce moje
pusti suze neka teku.

Bez rastanka suza nema
ja ih skrivam oči bole
Isplači se srce moje
za sve one što se vole.

Ostavljam te u toj noći
tko zna kad ću natrag opet doći.
Zagrljaji tvoji zovu
kako svladat tugu ovu.
Zagrljaji tvoji zovu
kako svladat tugu ovu.
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bez-rastanka-suza-nema.html
Mate Miso Kovac,Bijela lađa,Zwn2Yv0K_6,"Evo ti pjesmom vraćam,
sve što si meni dala,
premda je teško shvaćam,
ljubav je prestala.

Bijela me nosi lađa
u dalek tuđi svijet,
ostavljam tebe draga,
života moga cvijet.
Uzalud dan se rađa,
kad meni neće sjat.

Jedino sunce iz oka
tvoga sreću mi može dat.

Na svijetu sreće nema,
ruke mi pružaš tugo,
kiša se tvoja sprema
na cvijeće uvelo.

Bijela me nosi lađa
u dalek tuđi svijet,
ostavljam tebe draga,
života moga cvijet.
Uzalud dan se rađa,
kad meni neće sjat.

Jedino sunce iz oka
tvoga sreću mi može dat.",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bijela-ladja.html
Mate Miso Kovac,"Bili, bili",Zwn2Yv0K_7,"Bili, bili

Tu ispod murve stare
Dom mu je prvi bio
Kraj nje je svoje slavno
Ime on dobio

Hajduk je ponos grada
Uz palac i Marjan (bili)
Gdje Hajduk s loptom vlada
Za Split znade cijeli svijet

Tradicije slavu nosi
Zbog mora i sunca zna
Po bijeloj plavoj njegovoj boji Hajduka pozna svak
Po bijeloj plavoj njegovoj boji Hajduka pozna svak

Bili, bili

Visoko nosi ime
Što mladost mu je da
I vjerna svomu gradu
Zauvijek ostala

Hajduk je ponos grada",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bili-bili.html
Mate Miso Kovac,"Bog mi daje, Bog mi uzima",Zwn2Yv0K_8,"Nemoj da mi rane diraš 
Ti ne možeš da ih liječiš,
Nemoj da mi suze brišeš,
Ti ne možeš da ih spriječiš

Bog mi daje, Bog mi uzima
Samo tebe nek mi ne oduzima
Sve što sada imam to si ti
Moja prva i najveća ljubavi

Bolje da mi slome krila
Kada duša sama leti
Jedina je sreća bila
I sudbinu neću kleti

Bog mi daje, Bog mi uzima
Samo tebe nek' mi ne oduzima
Sve što sada imam to si ti
Moja prva i najveća ljubavi

Sve što sada imam to si ti
Moja prva i najveća ljubavi",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/bog-mi-daje-bog-mi-uzima.html
Mate Miso Kovac,Budi čovjek dobre volje,Zwn2Yv0K_9,"Svi smo mali ispod zvijezda
U pustinji zrna pijeska
sve nas nosti ista rijeka
i sudbina ista čeka

Zato svakom ruku pruži
Nikad nikog ne rastuži
Brzo prođu nam životi
Nek te pamte po dobroti

Budi čovjek dobre volje
želi svakom sve najbolje
Nek ti srce mjera bude
Za sve ljude za sve ljude

Svima nama ljubav treba
treba kao milost s neba
Budi čovjek dobre volje
želi svakom sve najbolje",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/budi-covjek-dobre-volje.html
Mate Miso Kovac,Croatia victoria (duet Josip Katalenić),Zwn2Yv0K_10,"Goool! Goool! Goool!
Croatia, Croatia, Croatia, Hrvatska!
Croatia, Croatia, Croatia, Hrvatska!
Gol, gol, gol, gol, gol...!
Goool!

Croatia victoria, Croatia gloria
Croatia victoria, Croatia gloria
A ruke, a ruke, a ruke gore svi
Hrvati smo na svijetu, mi smo najbolji
A ruke, a ruke, a ruke gore svi
Bit ćemo prvaci, mi smo Vatreni

Croatia victoria, Croatia gloria
Croatia victoria, Croatia gloria
Gol, gol, gol, gol, gol...!
Goool!

A ruke, a ruke, a ruke gore svi
Hrvati smo na svijetu, mi smo najbolji
A ruke, a ruke, a ruke gore svi
Bit ćemo prvaci, mi smo Vatreni

Croatia victoria, Croatia gloria
Croatia victoria, Croatia gloria

Gol, gol, gol, goool!",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/croatia-victoria-duet-josip-katalenic.html
Mate Miso Kovac,Čovjek bez adrese,Zwn2Yv0K_11,"Ne traži me da o sebi pričam
Sve će novo jutro da odnese
Jer meni je suđeno da lutam
Oduvijek sam čovjek bez adrese
Oduvijek sam čovjek bez adrese

Na svom putu prođoh ispod duge
Čekajući da se srce stiša
Samo pjesma uz mene je bila
Kroz zavjesu oluja i kiša
Kroz zavjesu oluja i kiša

Poznaje me noć poznaje me dan
Poznao sam sreću al i tugu znam
Poznaje me noć poznaje me dan
Poznavao sam mnoge al ipak sam sam

Ne traži mi da o sebi pričam
Noć već gasne treba poći dalje
Dok u meni iste pjesme gore
Još u meni isti zanos traje
Još u meni isti zanos traje",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/covjek-bez-adrese.html
Mate Miso Kovac,Da li je to ljubav prava,Zwn2Yv0K_12,,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/da-li-je-to-ljubav-prava.html
Mate Miso Kovac,Da te nisam volio,Zwn2Yv0K_13,"Ne može mi nitko reći,
da te nisam spominjao noću 
Svi su čuli koga ja to hoću, 
svi su čuli koga ja to hoću 

Ne može mi nitko reći, 
makar bile najgore oluje
Čuli su me, svi su me čuli, 
nek ti kažu to 

Da te nisam volio,
da sam te prebolio, 
i da nisam pokušao sve, 
ne može mi nitko reći

Nitko reći ne

Ne može mi nitko reći,
Da te nisam spominjao noću 
Svi su čuli koga ja to hoću, 
svi su čuli koga ja to hoću 

Ne može mi nitko reći, 
makar bile najgore oluje
Čuli su me svi su me čuli, 
nek ti kažu to 

Da te nisam volio, 
da sam te prebolio, 
i da nisam pokušao sve, 
ne može mi nitko reći 

Nitko reći ne",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/da-te-nisam-volio.html
Mate Miso Kovac,Dalmacija u mom oku,Zwn2Yv0K_14,"Pitaju me zašto pjevam
O tom moru, buri, jugu
Govore mi kako sanjam
Obećanu zemlju drugu

Govore mi da se trgnem
Dok je vrijeme, dok se može
Ko da mogu isprat kiše
Onu davnu sol sa kože

Vidim jata onih istih ptica
Istu zvijezdu previsoku
Opet živi stotinama lica
Dalmacija u mom oku

Znam da nije bila samo moja
Možda sam u snu duboku
Ali živi stotinama boja
Dalmacija u mom oku

Govore mi čemu priče
Ljudi drugi život žive
Odvezane sve su barke
I brodovi s tvoje rive

Ali negdje zvona zvone
I skidaju ljudi kape
I dok dječji plač se čuje
Sastaju se nove klape

Vidim jata onih istih ptica
Istu zvijezdu previsoku
Opet živi stotinama lica
Dalmacija u mom oku

Znam da nije bila samo moja
Možda sam u snu duboku
Ali živi stotinama boja
Dalmacija u mom oku",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmacija-u-mom-oku.html
Mate Miso Kovac,Dalmaciju dišem misto zraka,Zwn2Yv0K_15,"Tu di krila galebovi šire,
Di se s nebom sastavilo more,
Stare none preko škura vire,
Cvate moja smokva tvrde kore

Ne virujem kada čujem priče,
Sve je teže, nije više isto,
Kraj komina prva slova sriče,
Malo dite Dalmaciju piše

Di sam korak naparvija prvi
Još me vuče ista želja jaka,
Samo more teče mi u krvi,
Dalmaciju dišem misto zraka

Di sam oca sahranija svoga,
Neka mu je vječna zemlja laka,
Da se doma vratim molim Boga, 
Dalmaciju dišem misto zraka

Tu di mirno pohode na misu,
Di su kuće građene u znoju,
Di rič ljudi pogazili nisu, 
Ja još pamtim prvu ljubav svoju

Znam, da zemlja propala nije,
Sve dok ima u očima sjaja,
Dok se živi s guštom ka i prije
Dalmacija neće imat kraja

Suzom majke di se kamen mrvi,
Di je tako čista duša svaka, 
Samo more teče mi u krvi,
Dalmaciju dišem misto zraka

Di s noću okupe na rivi,
Mlada srce kucajuć iz mraka, 
Tu di se, uz kruh i vino živi
Dalmaciju dišem misto zraka
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmaciju-disem-misto-zraka.html
Mate Miso Kovac,Dalmatino,Zwn2Yv0K_16,"Ne tuguj vilo moja
Ja ne bi druge tija
Za šolde cilog svita
Ne bi te zaminija

I ko bi to razumi
Ko nije more kuša
Ko nije oluju
Kako grmi sluša

Ja sam Dalmatino
Od srca i duše
Nisam ja od onih
Kako vitar puše

Ja sam Dalmatino
Imam ljubav svoju
Zaklet sam u more
I u bilu boju
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatino.html
Mate Miso Kovac,Dalmatinske lipe oči,Zwn2Yv0K_17,"Kud god pođem one mene prate
Moju dušu samo one shvate
Pa me bude u po noći
Jedva čekam kad će doći
Dalmatinske lipe oči

Pa me bude u po noći
Jedva čekam kad će doći
Dalmatinske lipe oči

Dalmatinske lipe oči
Zaboravit neću moći
Jer u njima meni sja
Poput sjajnog bisera
Zlatno sunce Jadrana

Dalmatinske lipe oči
Zaboravit neću moći
Jer su meni bile sve
Moje tihe molitve
Sve što mi je najdraže 
I što volim najviše

*

Kud god krenem one su kraj mene
Svud me prate vjerno poput sjene
Iz njih nježnost mi se toči
Ta me ljubav neće proći
Dalmatinske lipe oči

Iz njih nježnost mi se toči
Ta me ljubav neće proći
Dalmatinske lipe oči

Dalmatinske lipe oči
Zaboravit neću moći
Jer u njima meni sja
Poput sjajnog bisera
Zlatno sunce Jadrana

Dalmatinske lipe oči
Zaboravit neću moći
Jer su meni bile sve
Moje tihe molitve
Sve što mi je najdraže 
I što volim najviše
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dalmatinske-lipe-oci.html
Mate Miso Kovac,"Dobra ti večer, mati moja",Zwn2Yv0K_18,"Dobra ti večer, mati moja
Već me zovu dica
Ka moju dušu i njih grije
Ljubav s tvoga lica

Kad sve bi stalo u dvi riči
Kad tuče prva noćna ura
U mojoj sobi ka u priči
Zašumi more, škripje škura

I tad te čujem kako kažeš
Da mora jednom poć na bolje
A život uvik isto važe
Beskrajno more, škrto poje

Dobra ti večer, mati moja
Šta ti mogu reći
Dobra ti večer, mirno spavaj
I ja idem leći

Dobra ti večer, mati moja
Već me zovu dica
Ka moju dušu i njih grije
Ljubav s tvoga lica

Ka moju dušu i njih grije
Ljubav s tvoga lica

I sad te vidim, punu snage
Di sama stojiš isprid dvora
Dok život nosi naše drage
Ti si ka stina nasrid mora 

I tad te čujem kako kažeš
Da mora jednom poć na bolje
A život uvik isto važe
Beskrajno more, škrto poje

Dobra ti večer, mati moja
Šta ti mogu reći
Dobra ti večer, mirno spavaj
I ja idem leći

Dobra ti večer, mati moja
Već me zovu dica
Ka moju dušu i njih grije
Ljubav s tvoga lica
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/dobra-ti-vecer-mati-moja.html
Mate Miso Kovac,"Drugi joj raspliće kosu, a ja je volim",Zwn2Yv0K_19,"Bila je nježna ko san, ko cvijet kraj puta
Bila je najljepši dan i ruža žuta
Al brzo su nestali svi ti dani sreće
Nikada više, ja znam, vratit se neće

Drugi joj raspliće kosu, a ja je volim
Kako ću živjeti sad kad duša boli
Drugi je ubra ko cvijet, od mene uze
Ne zna za tugu i bol i moje suze

Drugi joj raspliće kosu, a ja je volim
Kako ću živjeti sad kad duša boli
Drugi je ubra ko cvijet, od mene uze
Ne zna za tugu i bol i moje suze

*

Bila je proljetni dah i trava meka
Bila je sunca trag i plava rijeka
Al brzo su nestali svi ti dani sreće
Nikada više, ja znam, vratit se neće

Drugi joj raspliće kosu, a ja je volim
Kako ću živjeti sad kad duša boli
Drugi je ubra ko cvijet, od mene uze
Ne zna za tugu i bol i moje suze

Drugi joj raspliće kosu, a ja je volim
Kako ću živjeti sad kad duša boli
Drugi je ubra ko cvijet, od mene uze
Ne zna za tugu i bol i moje suze

Drugi joj raspliće kosu, a ja je volim
Kako ću živjeti sad kad duša boli
Drugi je ubra ko cvijet, od mene uze
Ne zna za tugu i bol i moje suze",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/drugi-joj-rasplice-kosu-a-ja-je-volim.html
Mate Miso Kovac,Eviva l'amor,Zwn2Yv0K_20,"Imala si srce veliko
Da u njega stane cijeli svijet
Tugu mogla si podijeliti
Ali sreće nigdje ni za lijek

Pamtim dane naše radosti
I sve noći što smo probdjeli
I kada je bilo najteže
Nikad nikog nismo mrzili

Neka živi ljubav
Pjevala si ti
Išla bi naprijed kad bi stali svi
Znala si preživjet i tugu i bol
noćas tebi pjevam eviva l'amor",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/eviva-lamor.html
Mate Miso Kovac,Gdje su sada one noći,Zwn2Yv0K_21,"Gdje su sada one noći
Ona jutra, oni dani
Kad si rekla da ćeš doći
Kad smo htjeli biti sami

Gdje su sada one noći
One staze, oni puti
Kad smo skupa htjeli poći
Ispod neba koje šuti

Da li da plačem zbog tebe
Ili zbog kiše što pada
Tamo nas sada vode
Ulice pustoga grada

Da li da plačem zbog tebe
Ili zbog kiše što pada
Tamo nas sada vode
Ulice pustoga grada

*

Gdje su sada one noći
Ona jutra, oni dani
Kad si rekla da ćeš doći
Kad smo htjeli biti sami

Gdje su sada one noći
Ono more, oni vali
Kad smo krišom u samoći
Jedno drugom ruku dali

Da li da plačem zbog tebe
Ili zbog kiše što pada
Tamo nas sada vode
Ulice pustoga grada

Da li da plačem zbog tebe
Ili zbog kiše što pada
Tamo nas sada vode
Ulice pustoga grada

Da li da plačem zbog tebe
Ili zbog kiše što pada
Tamo nas sada vode
Ulice pustoga grada",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/gdje-su-sada-one-noci.html
Mate Miso Kovac,Grobovi im nikad oprostiti neće,Zwn2Yv0K_22,"Bilo je i vrijeme
Maslinova grana
Kao simbol mira
Iz mog rodnog kraja

Sada jauk djece
I plač sa svih strana
Životna je slika
Moga zavičaja

Bilo je i vrijeme
Kao galeb mira
Sad Hrvatska moja
Trpi, stenje, plače

Svaka topla suza
Srce moje dira
Što je više lome
To je volim jače

Grobovi im nikad
Oprostiti ne mogu
Zbog nedužnih ljudi
Koji život gube

Grobovi za mladost
I molitve Bogu
Gdje žalosne majke
Mrtve usne ljube

Grobovi im nikad
Oprostiti neće
Ako ljudska mržnja
Ljubav ne prihvati

Grobovi u žitu
Vjekovima klet će
Zaboravit nikad
Neće ih Hrvati

Bilo je i vrijeme
Kao galeb mira
Sad Hrvatska moja
Trpi, stenje, plače

Svaka topla suza
Srce moje dira
Što je više lome
To je volim jače

Grobovi im nikad
Oprostiti ne mogu
Zbog nedužnih ljudi
Koji život gube

Grobovi za mladost
I molitve Bogu
Gdje žalosne majke
Mrtve usne ljube

Grobovi im nikad
Oprostiti neće
Ako ljudska mržnja
Ljubav ne prihvati

Grobovi u žitu
Vjekovima klet će
Zaboravit nikad
Neće ih Hrvati",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/grobovi-im-nikad-oprostiti-nece.html
Mate Miso Kovac,"Hej, živote, što me snađe",Zwn2Yv0K_23,"Hej živote što me snađe
Sve su moje potonule lađe
Još me jedna ruka u snu dira

Ponoć kuca a tebe nema
Teku sati dan za danom ide
Samo čujem vjetar u daljini
Moje oči puta ne vide

Imao sam srce puno snova
Moju tugu samo nebo zna
Ja bez tebe snage više nemam
Samo mi je suza ostala

Još me jedna ruka u snu dira
Tvoja duša mojoj neda mira
Tvoja duša mojoj neda mira",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/hej-zivote-sto-me-snadje.html
Mate Miso Kovac,I dođe dan,Zwn2Yv0K_24,"I dođe dan da ti ruku dam
Izmognem riječ, neku riječ za kraj
I dođe dan, budi nježna ti
Ostvari snove koje nismo mi

I dođe dan, da ti ruku dam
I stotu riječ, neku riječ za kraj
I dođe dan, budi sretna s njim
Budi bar ti, kad već nisam ja

Želim ti sve što sanjaš
Sve što si sama htjela
Sunce nek sreće sja na putu tvom
Ti, imaj bar ti, što nemam ja

I dođe dan da ti ruku dam
Izmognem riječ, neku riječ za kraj
I dođe dan, budi nježna ti
Ostvari snove koje nismo mi

Želio bi ti sve što sanjaš
Sve što si sama htjela
Sunce nek sreće sja na putu tvom
Ti, imaj bar ti, što nemam ja

I dođe dan da ti ruku dam
Izmognem riječ, neku riječ za kraj
I dođe dan, budi nježna ti
Ostvari snove koje nismo mi",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/i-dodje-dan.html
Mate Miso Kovac,Idemo dalje pjesmo moja,Zwn2Yv0K_25,"Nije me više briga za tebe 
Vrijeme je svoje učinilo
Ja tebi sam dao cijeloga sebe
Tebi to nije dovoljno

Još uvijek snage u meni ima
Da novom danu ruke pružam 
Sve sam račune platio svoje
I samo sebi još sam dužan

Idemo dalje pjesme moja,
pa nek' se nebo sruši
i kada svi su me ostavljali
ti si mi uvijek bila u duši

Idemo dalje pjesme moja,
još ima snova i ljepota
neka me nose tvoje krila 
do zadnjeg daha mog života

Još uvijek snage u meni ima
Da novom danu ruke pružam 
Sve sam račune platio svoje
I samo sebi još sam dužan

Idemo dalje pjesme moja,
pa nek' se nebo sruši
i kada svi su me ostavljali
ti si mi uvijek bila u duši

Idemo dalje pjesme moja,
još ima snova i ljepota
neka me nose tvoje krila 
do zadnjeg daha mog života

neka me nose tvoje krila 
do zadnjeg daha mog života
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/idemo-dalje-pjesmo-moja.html
Mate Miso Kovac,Imoćani čuvaju Hrvate,Zwn2Yv0K_26,"Rodili se na kamenu tvrdom
Gdje za život otima se vuče
Tu gdje ganga iz dna duše teče
I motika živu stijenu tuče

Živjeli su ko i drugi ljudi, 
A kad mirni pobjegoše dani
Prvi suzu na Hrvatskom licu
Brisali su krvlju Imoćani

Pjesmo moja iz srca poteci 
Pozdravi nam sokolove slavne
Pjesmo moja cijelom svijetu reci
Da Hrvatsku Imoćani brane

Pjesmo moja kaži cijelom rodu
Imoćanu što zakletva znači
Od Hrvatske samo Bog je veći
Od Imotskog nema nitko jači

Stare rane i bole ih i peku 
Jer u duši križni put ih prati
Što je bilo nikad biti neće 
Jer dom brane Imotski Hrvati

Živjeli su ko i drugi ljudi, 
A kad mirni pobjegoše dani
Prvi suzu na hrvatskom licu
Brisali su krvlju imoćani

Pjesmo moja iz srca poteci 
Pozdravi nam sokolove slavne
Pjesmo moja cijelom svijetu reci
Da Hrvatsku Imoćani brane

Pjesmo moja kaži cijelom rodu
Imoćanu što zakletva znači
Od Hrvatske samo Bog je veći
Od Imotskog nema nitko jači
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/imocani-cuvaju-hrvate.html
Mate Miso Kovac,Iz tvojih rana izrasti će cvijeće,Zwn2Yv0K_27,"Iz tvojih rana izrasti će cvijeće 
Iz mojih rana u srcu i kamenu
Al tebe nitko pregaziti neće
Isplači se zemljo na mom ramenu

Iz tvojih rana niknut će za dana
Sjeme što davno u nama se rodilo
I bit će svega suzo moja slana
I bit će svega jer srce nas je vodilo

Iz tvojih rana izrasti će cvijeće 
Što jednom cvate al je zato pravo
Iz tvojih rana izrasti će cvijeće 
Crveno, bijelo i plavo

Iz tvojih rana niknut će za dana
Sjeme što davno u nama se rodilo
I bit će svega suzo moja slana
I bit će svega jer srce nas je vodilo

Iz tvojih rana izrasti će cvijeće 
Što jednom cvate al je zato pravo
Iz tvojih rana izrasti će cvijeće 
Crveno, bijelo i plavo
",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/iz-tvojih-rana-izrasti-ce-cvijece.html
Mate Miso Kovac,Izgubljena ljubav,Zwn2Yv0K_28,,https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/izgubljena-ljubav.html
Mate Miso Kovac,Ja ne mogu drugo nego da je volim,Zwn2Yv0K_29,"Vezali me uz taj kamen ko da je od suhog zlata
Iako su drugdje bila otvorena širom vrata.
Bacili su jednom sidro neki meni slični ljudi 
Tako su me za sav život vezali na ovoj grudi.

U danima sretnim u danima grubim
Ja ne mogu drugo nego da je ljubim.
Za sreću i suze što ona ih proli
Ja ne mogu drugo nego da je volim.

Bacili su jednom sidro davno prije mog rođenja
Ali imali su srce koje ne zna da se mjenja.
Nekad more puno bure nekad galebova jutra
Pa sam vezan uz taj kamen k´o da je od suhog zlata.

U danima sretnim u danima grubim
Ja ne mogu drugo nego da je ljubim.
Za sreću i suze što ona ih proli
Ja ne mogu drugo nego da je volim.

Za sreću i suze što ona ih proli
Ja ne mogu drugo nego da je volim.

",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ja-ne-mogu-drugo-nego-da-je-volim.html
Mate Miso Kovac,Ja nikog nemam,Zwn2Yv0K_30,"Ti slatko snivaš, anđele moj
Ti slatko snivaš, anđele moj

Ja nikog nemam, samo moju malu barku
I ljubav žarku od Marice

Ja nikog nemam, samo moju malu barku
I ljubav žarku od Marice

Ja ljubim tebe, ti ljubiš me
Ljubav nam daje lagane sne

Ja nikog nemam, samo moju malu barku
I ljubav žarku od Marice

Ja nikog nemam, samo moju malu barku
I ljubav žarku od Marice",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ja-nikog-nemam.html
Mate Miso Kovac,Ja sam kovač svoje sreće,Zwn2Yv0K_31,"Uzdajem se još u sretnu zvijezdu svoju,
obasjat će ona opet dušu moju.
Uzdajem se još i danas u bolje sutra,
svanut će mi, svanut će mi, opet zlatna jutra,
svanut će mi, svanut će mi, opet zlatna jutra.

Ja sam kovač svoje sreće, kad me ide i kad me neće
Biram pute sebi samom, nekad svijetlom a nekad tamom.
Ja sam kovač svoje sreće, kad me ide i kad me neće,
Dobro mi je ovdje gdje sam, nek sam takav kakav jesam.

Uzdajem se nikada ne umire nada
Znam da jednom sve će biti kao nekada
Uzdajem se još i danas u bolje sutra
Svanut će mi, svanut će mi, opet zlatna jutra
Svanut će mi, svanut će mi, opet zlatna jutra

Ja sam kovač svoje sreće, kad me ide i kad me neće
Biram pute sebi samom, nekad svijetlom a nekad tamom.
Ja sam kovač svoje sreće, kad me ide i kad me neće,
Dobro mi je ovdje gdje sam, nek sam takav kakav jesam.
Dobro mi je ovdje gdje sam, nek sam takav kakav jesam.",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/ja-sam-kovac-svoje-srece.html
Mate Miso Kovac,Jedan dan života,Zwn2Yv0K_32,"Samo jedan dan života još jednu čašu mi dajte sad
Jer već sutra nisam s vama jer sutra umrijet ću ja

Moj život je kratak bio i prolazan kao san
Zato želim samo jedno da živim još jedan dan

Neka staro društvo dođe ko nekad davno u kraju mom
Nek se čuje naša pjesma taj zadnji glas srca mog

Samo buket bijelih ruža nek bude vječno na grobu mom
Samo vjetar neka prića svu tajnu života mog

Jer on bješe tako kratak i prolazan kao san
Zato želim samo jedno da živim još jedan dan",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/jedan-dan-zivota.html
Mate Miso Kovac,Jemala sam dragoga,Zwn2Yv0K_33,"Jemala san dragoga, lipoga mladića
Pa mi se udavija perjem od radiča
Pa mi se udavija perjem od radiča

Biž ća mi vanka iz kuće
Jer ću te mažininon
Ne šporkaj mi kužine
Jer ću te bruštulinon
Ne šporkaj mi kužine
Jer ću te bruštulinon

Jemala san dragoga, rumenu jabuku
Susidi mi govore da on ljubi drugu
Susidi mi govore da on ljubi drugu

Biž ća mi vanka iz kuće
Jer ću te mažininon
Ne šporkaj mi kužine
Jer ću te bruštulinon
Ne šporkaj mi kužine
Jer ću te bruštulinon

Ona neće pit kafe, vengo čikoladu
Ona misli šempjasta da se novci kradu
Ona misli šempjasta da se novci kradu

Biž ća mi vanka iz kuće
Jer ću te mažininon
Ne šporkaj mi kužine
Jer ću te bruštulinon
Ne šporkaj mi kužine
Jer ću te bruštulinon",https://cuspajz.com//tekstovi-pjesama/pjesma/mate-miso-kovac/jemala-sam-dragoga.html
