Unnamed: 0,Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate,Izvedba_diskografija,Url_diskografija,Song_diskografija,Skladba_diskografija,Stihovi_diskografija,Aranžman_diskografija,Album_1_diskografija,Album_2_diskografija,Album_3_diskografija,Album_4_diskografija,Album_5_diskografija,Lyrics_cuspajz,Song_cuspajz,Url_cuspajz
10,CWc8m1qi_1_10,Vanna,Vanna,Dvoje,16619,"Kuca nam je prazna
nijedan prozor ko da nema stakla
da li je to kazna
ili tako treba

Svaka tvoja rijec je
preduboko dusu mi dotakla
nema vise srece
od zemlje do neba za nas
 
Ref. 2x
I kada sanjam prosle dane
snovi se razliju u boje
na ovu kuglu svasta stane
a mi se djelimo na dvoje

Ne zovi, ne pisi
uspomene ne znace mi nista
jer prelako sve si
bacio u vjetar

Neke druge oci
bit ce ono sto su bile tvoje
daleko od mene
sada budi sretan

I sad kada sanjam prosle dane
snovi se razliju u boje
na ovu kuglu svasta stane
a mi se djelimo na dvoje

Kad krenu prve kise
kad sjene me vode
i slusam ritam srca svog
u kapima vode za nas

Ref. 2x

Kad krenu prve kise
kad sjene me vode
i slusam ritam srca svog
u kapima vode","https://tekstovi.net/2,459,18644.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/dvoje-1400.htm,Dvoje,['Dino Šaran'],['Dino Šaran'],['Nikša Bratoš'],,,,,,"Kuća nam je prazna.
Nijedan prozor ko da nema stakla.
Da li je to kazna, ili tako treba.
Svaka tvoja riječ je
Preduboko dušu mi dotakla.
Nema više sreće od zemlje do neba.

Za nas...i kada sanjam prošle dane,
Snovi se razliju u boje.
Na ovu kuglu svašta stane, 
A mi se dijelimo na dvoje.

Na zovi, ne piši.
Uspomene ne znače mi ništa.
Jer prelako sve si bacio u vjetar.
Neke druge oči
Bit će ono što su bile tvoje.
Daleko od mene sada budi sretan.

I sad, kada sanjam prošle dane, 
Snovi se razliju u boje.
Na ovu kuglu svašta stane,
A mi se dijelimo na dvoje.

Kad krenu prve kiše...kad sjene me vode...
Mmmm...slušam ritam srca svog u kapima vode.",Dvoje,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/dvoje.html
11,CWc8m1qi_1_11,Vanna,Vanna,Gdje pocinje kraj,585,"Ljubavi
zauvijek me ostavljas sada
i ljubis me
dok vani je noc i kisa pada

Nad gradom se budio dan
pred jutro, kad ostajem sama
dok ispijam ljubav sa usana tvojih
i nestajem u zaborav
 
Ref.
Gdje pocinje kraj, pocinje kraj
jer, kada otkucaju sati ljubavi
pocinje kraj, pocinje kraj
jer, koliko se moze dati sam dala
i kazna je tvoja sto zivim da zauvijek
volim te ljubavi

Ljubavi moja
zivim da zauvijek volim te
ljubavi moja
zivim da zauvijek volim te

Ne placi
tuga i bol pristaju zeni
ostat cu 
tvoja dok srce kuca u meni

Ref. 3x

Ljubavi moja","https://tekstovi.net/2,459,63028.html",,,,,,,,,,,,,,,,,,,,,
12,CWc8m1qi_1_12,Vanna,Vanna,Hoce li sunce ikada sjati,2025,"Nikad tako jos nije plakalo nebo
dugi mokri dani su jednaki svi
kako mogu ja ako ne moze jutro
toplo sunce probuditi

Oblaci se valjaju preko ravnice
donose ih ledeni vjetrovi ti
kako mogu ja ako ne mogu ptice
toplo sunce probuditi
 
Kada ce kise stati
kada ce oblak proc'
kada ce sunce sjati 
i novo jutro doc'

Mozda opet vjetrovi zapusu tise
mozda je to sve samo nemiran san
kako mogu ja ako padaju kise 
znati hoce li noc odnjeti dan

Kada ce doc' suncani dan
moze li netko obecati mi
da ce sunce probuditi","https://tekstovi.net/2,459,50320.html",,,,,,,,,,,,,,,,,,,,,
13,CWc8m1qi_1_13,Vanna,Vanna,Hrabra kao prije,20776,"Rijec po rijec, stigli smo do sutnje
u tisini lec' postalo je najlakse od sveg'
noc po noc, zaklinje se jutro
da ce sutra doc' cisto, umiveno, neduzno

Ref.
Nisam vise hrabra kao prije
ljubim te u obraze
dok me tvoje usne zaobilaze
nisam vise pametna ko prije
oci tvoje duboke sada sute
i ne smiju se
tako ljubav prestaje

Kap po kap
gledam kako curi iz tvog pogleda
sreca nekoc nepobjediva
dah po dah, udisemo miris zadnjeg poljupca
i prestajemo biti ti i ja

Ref.","https://tekstovi.net/2,459,9602.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/hrabra-kao-prije-1397.htm,Hrabra kao prije,['Bruno Kovačić'],['Bruno Kovačić'],['Nikša Bratoš'],,,,,,"Riječ po riječ,
stigli smo do šutnje.
U tišini leć,
postalo je najlakše od sveg.
Noć po noć,
zaklinje se jutro
da će sutra doć,
Čisto, umiveno, nedužno.

Nisam više hrabra kao prije,
ljubim te u obraze,
dok me tvoje usne zaobilaze.
Nisam više pametna k'o prije 
Oči tvoje duboke
sada šute i ne smiju se.
Tako ljubav prestaje.

Kap po kap,
gledam kako curi iz tvog pogleda
sreća nekoć nepobjediva.
dah po dah
udišemo miriis zadnjeg poljupca
i prestajemo biti ti i ja.

Nisam više hrabra kao prije,
ljubim te u obraze
dok me tvoje usne zaobilaze.
Nisam više pametna k'o prije
oči tvoje duboke 
sada šute i ne smiju se.
Tako ljubav prestaje",Hrabra kao prije,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/hrabra-kao-prije.html
14,CWc8m1qi_1_14,Vanna,Vanna,Ispod istog neba,44651,"Znam da takvih kao ti 
na ovom svijetu malo ima
zato ovu pjesmu samo tebi 
poklanjam pred svima

I nije vazno sto te mozda 
nikad necu sresti
nek mi s tobom druge kradu vrijeme
ali vjeruj mi za mene
 
Ref.
Dovoljno je sto postojis
samo to mi treba
pa nek ti s drugom 
krene kad, vjeruj mi

Za mene dovoljno je sto postojis
i nakon svega hvala ti
sto sa mnom negdje dises 
ispod istog neba

I da s nebom zemlju spojis
ja bih znala i u snu
ispod koje zvijezde stojis
da se zagledam u nju

Nije vazno, ti i ne znas 
tko zbog tebe dise
nek mi s tobom druge kradu vrijeme
ali vjeruj mi za mene

Ref.","https://tekstovi.net/2,459,12753.html",,Ispod istog neba,Beneath The Same Sky,Ispod istog neba,"Znam da takvih kao ti
1
Na ovom svijetu malo ima
Zato ovu pjesmu samo tebi
Poklanjam pred svima. I nije važno što te možda
Nikad neću sresti
Nek' mi s tobom druge kradu vrijeme
Ali vjeruj mi, za mene. (Refren)
Dovoljno je što postojiš
Samo to mi treba
Pa nek' ti s drugom krene
Kad, vjeruj mi,
Za mene dovoljno je što postojiš
I nakon svega hvala ti
Što sa mnom dišeš negdje
Ispod istog neba. I da s nebom zemlju spojiš
Ja bih znala i u snu
Ispod koje zvijezde stojiš
Da se zagledam u nju. Nije važno, ti i ne znaš
Tko zbog tebe diše
Nek mi s tobom druge kradu vrijeme
Ali vjeruj mi, za mene. (Refren)","I know that there aren't many of those like you
In this world
So in front of everyone
I give this song to you. And it's not important that maybe
I will never meet you
May other ones steal your time for me
But believe me about me. (Chorus)
It's enough that you exist
That's all I need
So may it go well for you
With another one, believe me. For me it is enough you exist
And after everything - thank you
For breathing somewhere
Beneath the same sky as I do. And if you would bring together heaven and earth
I would know even in my dreams
Which star you're standing under
So I can stare in it. It's not important, you don't even know
Who is breathing because of you
May other ones steal your time for me
But believe me about me. (Chorus)
It's enough that you exist
That's all I need
So may it go well for you
With another one, believe me. For me it is enough you exist
And after everything - thank you
For breathing somewhere
Beneath the same sky as I do",https://lyricstranslate.com/en/ispod-istog-neba-beneath-same-sky.html,['Vanna'],https://diskografija.com/pjesma/ispod-istog-neba-1386.htm,Ispod istog neba,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],1998 - Ispod istog neba,2005 - Turky party - prvih 10 godina 1,,,,"Znam da takvih kao ti na ovom svijet malo ima
Zato ovu pjesmu samo tebi poklanjam pred svima
I nije važno što te možda nikad neću sresti
Nek' mi s tobom druge kradu vrijeme
Ali, vjeruj mi za mene

Dovoljno je što postojiš, samo to mi treba
Pa nek' ti s drugom krene kad, vjeruj mi, za mene
Dovoljno je što postojiš, i nakon svega, hvala ti
Što sa mnom dišeš negdje ispod istog neba mmm...

I da s nebom zemlju spojiš, ja bi znala i u snu
Ispod koje zvijezde stojiš, da se zagledam u nju
Nije važno, ti i ne znaš tko zbog tebe diše
Nek' mi s tobom druge kradu vrijeme
Ali, vjeruj mi za mene

Dovoljno je što postojiš, samo to mi treba
Pa nek' ti s drugom krene kad, vjeruj mi, za mene
Dovoljno je što postojiš, i nakon svega, hvala ti
Što sa mnom dišeš negdje ispod istog neba mmm...

Vjeruj mi za mene
Dovoljno je što postojiš, samo to mi treba
Pa nek' ti s drugom krene kad, vjeruj mi, za mene
Dovoljno je što postojiš, i nakon svega, hvala ti
Što sa mnom dišeš negdje ispod (dovoljno je što postojiš) istog neba 

Hvala ti što sa mnom dišeš negdje ispod istog neba",Ispod istog neba,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ispod-istog-neba.html
15,CWc8m1qi_1_15,Vanna,Vanna,Ivana,17104,"To si ponovo ti, moja nevjerna ljubavi
tek sam pocela ja zivjeti
okom ljubis mi vrat, rukom budis mi sjecanja
ne razumijem nista, osim svog imena

Ref.
Ivana, nisi me prepoznala
to sam ja, tvoja mora najgora
Ivana, uzalud si bjezala
to sam ja, tvoja mora najgora

Bit ces zauvijek sam, sad to napokon stvarno znam
tvoja najgora kazna, bit ce zvuk imena

Ref. 2x","https://tekstovi.net/2,459,24443.html",,Ivana,Ivana,,"To si ponovo ti, moja nevjerna ljubavi
1
Tek sam počela ja živjeti
Okom ljubiš mi vrat, rukom budiš mi sjećanja
Ne razumijem ništa, osim svog imena. (Refren)
Ivana, nisi me prepoznala
To sam ja - tvoja mora najgora
Ivana, uzalud si bježala
To sam ja - tvoja mora najgora. Bit ćeš zauvijek sam, sad to napokon stvarno znam
Tvoja najgora kazna, bit će zvuk imena. (Refren)","That's you again, my unfaithful love
I just started living
With your eye you kiss my neck, with your hand you wake memories
I don't understand a thing, except for my name. Ivana, you didn't recognize me
It's me, your worst nightmare
Ivana, you ran for nothing
It's me, your worst nightmare. You'll be forever alone, now I finally know that for sure
Your worst punishment will be the sound of a name",https://lyricstranslate.com/en/ivana-ivana.html-1,['Vanna'],https://diskografija.com/pjesma/ivana-11156.htm,Ivana,,,,,,,,,,,
16,CWc8m1qi_1_16,Vanna,Vanna,Izmijesane boje,1585,"Zasto ne bi bilo tesko
kada cujes da se smijem
moras znati da sam dobro
i da vise to ne krijem

Zasto ne bi bilo tesko
kada cujes kako pricam
ovog puta imam srece
pa me voli nitko tebi slican
 
Ref.
Ima nesto samo tvoje
moga platna izmijesane boje
pa se bojim kako 
ni na sto ne slici
pa se bojim
kad ti trebam prici

Ima nesto al' nije pri ruci
stare pjesme
dobro znani zvuci
al' se cini 
k'o da pjevam preko volje

Jos je dobro
al' je bilo bolje  

Zasto ne bih htjela zivot
k'o sto drugi ljudi zive
malo srece, vise tuge
al' za tugu druge krive

Zasto ne bi bilo tesko
kada cujes kako pricam
ovog puta imam srece
pa me voli nitko tebi slican

Ref.","https://tekstovi.net/2,459,60815.html",,Izmiješane boje,,Izmiješane boje,"Zašto ne bi bilo teško
kada čuješ da se smijem
moraš znati da sam dobro
i da više to ne krijem. Zašto ne bi bilo teško
kada čuješ kako pričan
ovoga puta imam sreće
pa me voli netko tebi sličan. Ima nešto samo tvoje
moga platna izmiješane boje
pa se bojim kako ni na što ne sliči
pa se bojim kad ti trebam prići. Ima nešto ali nije pri ruci
stare pjesme dobro znani zvuci
al se čini da kao da pjevam preko volje
još je dobro al je bilo bolje
još je dobro al je bilo bolje. Zašto ne bih htjela život
kao što drugi ljudi žive
malo sreće više tuge
ali za tugu druge krive",,https://lyricstranslate.com/en/vanna-izmije%C5%A1ane-boje-lyrics.html,,,,,,,,,,,,,,
17,CWc8m1qi_1_17,Vanna,Vanna,Ja imam snage za to,19052,"Zalupi vratima, reci zbogom
zabavljaj me satima, telefonom
jos sto puta sa tobom mogu znam
bez tebe nikada

Jer kad me pogledas k'o prvi put
a nemir svlada koljena, nisam ljuta
tako malo treba mi, dobro znas
shvati jer zena sam
 
Ref. 
Osvoji me da osjetim
glas u meni tako jak
kad me diras da prodje bol
jer ljubav svoju igru zna
ja trebam nas
i dok zivim imam snage za to
snage za to, snage za to
ja imam snage za to

Ponekad poludim, al' nije vazno
jer duboko u sebi znam, da je snazno
samo ti me znas, to sam ja
za tebe stvorena

Jer kad me pogledas k'o prvi put
a nemir svlada koljena, nisam ljuta
tako malo treba mi, dobro znas
zato sto zena sam

Ref. 3x

Snage za to, snage za to
ja imam snage za to","https://tekstovi.net/2,459,14365.html",,Ja imam snage za to,I Have The Strength For That,Ispod istog neba,"Zalupi vratima, reci zbogom
1
zabavljaj me satima, telefonom
još sto puta sa tobom mogu, znam
bez tebe nikada. Jer kad me pogledaš ko' prvi put
a nemir svlada koljena, nisam ljuta
tako malo treba mi, dobro znaš
shvati, jer žena sam. (Refren)
Osvoji me da osjetim
glas u meni tako jak
kad me diraš da prođe bol
jer ljubav svoju igru zna
ja trebam nas
i dok živim imam snage za to
snage za to, snage za to
ja imam snage za to. Ponekad poludim, al' nije važno
jer duboko u sebi znam, da je snažno
samo ti me znaš, to sam ja
za tebe stvorena. Jer kad me pogledaš ko' prvi puta
Nemir svlada koljena, nisam ljuta
Tako malo treba mi, dobro znaš
Zato što žena sam. (Refren). Snage za to, snage za to
Ja imam snage za to!","Slam the door, say goodbye,
Amuse me for hours, on the telephone
Hundred more times - with you I can, that I know,
Without you - never.. Because when you look at me like the first time
And restlessness overcomes the knees, I'm not mad,
I need so little, you know it well
Understand me because I'm a woman. (Chorus)
Win me over so I would feel
The voice in me that's so strong.
When you touch me, pain goes away.
I need us.
And while I live - I have the strength for that
The strength for that, the strength for that
I have the strength for that. Sometimes I go crazy, but that doesn't matter
Because deep down I know that it is strong
Only you know me, that's me
The one made for you. Because when you look at me like the first time
And restlessness overcomes the knees, I'm not mad,
I need so little, you know it well
Because I'm a woman. (Chorus x3). The strength for that, the strength for that
I have the strength for that",https://lyricstranslate.com/en/ja-imam-snage-za-i-have-strength.html,['Vanna'],https://diskografija.com/pjesma/ja-imam-snage-za-to-1406.htm,Ja imam snage za to,['Sandra Sagena'],['Sandra Sagena'],['Miro Buljan'],,,,,,"Zalupi vratima reci zbogom
Zabavljaj me satima telefonom
Još se puta sa tobom mogu ja
Bez tebe nikada
Jer kad me pogledaš po prvi put tad
Nemir svlada koljena nisam ljuta
Tako malo treba mi dobro znaš
Zato što žena sam

Osvoji me da osjetim dah u meni jak
Kad me diraš da prođe bol
Jer ljubav svoju igru zna ja trebam nas
I dok živim imam snage za to
Snage za to...snage za to....
Ja imam snage za to

Ponekad poludim al' nije važno
Jer duboko u sebi znam da je snažno
Samo ti me znaš to sam ja
Za tebe stvorena
Jer kad me pogledaš po prvi put tad
Nemir svlada koljena nisam ljuta
Tako malo treba mi dobro znaš
Shvati jer žena sam",Ja imam snage za to,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/ja-imam-snage-za-to.html
18,CWc8m1qi_1_18,Vanna,Vanna,Kad smo se voljeli,456,"Rekli smo si rijeci
velike i vazne
sklopili smo ugovor
 i skovali smo plan

Da nam vjecno sunce
obasjava dane
i nijedan nemir
da ne pokvari nam san
 
I, evo nas opet tu
u dobru, manje u zlu
ali sve kao da je 
otislo u maglu i dim

Zar nije to bio plan
da spasimo svaki dan
ovaj trud uzalud
kao da ne postoji

Ref.
I vidim sto nam se sprema
zar stvarno ljubav ce proci
nekada cvrsta kao stijena
sad zove upomoc

Jos cuvam sve nase tajne
sve sto smo zgrijesili mi
kad smo si cuvali ledja
kad smo se voljeli

Sad govoris da ljubav
ima lose strane
govoris da zvijezde nekad
izgube svoj sjaj

Cinis sve sto treba
da me volis manje
trazis smijesan izgovor 
za ovaj tuzan kraj

Ref. 2x","https://tekstovi.net/2,459,63027.html",,,,,,,,,,,,,,,,,,,,,
19,CWc8m1qi_1_19,Vanna,Vanna,Kao da me nema,72157,"Ovo nije sreca, oslobodi me
volim te i mrzim sto mi sve to treba
jedno je kad ljubav uzme godine
a to i nije bila ljubav, sto je najgore od svega

Sad lazem pred svima
po cijele dane lazem
zali Boze sto te znam
i sad u sobi punoj dima
jos skidam te sa sebe
po cijelu noc i dan
 
Ref.
I kao da me nema tu
tonem sve do dna
i kao da mi nestaje
tlo pod nogama

I kao da mi tijelo gori
zovem u pomoc
a ponovo bi dala sve
za jednu jedinu noc

Ne vjerujem nikom' tko bi nocima
zvijezdama po meni davao imena
a srce gleda stvari drugim ocima
jos u tebi vidim, sve ono cega nema

Sad lazem pred svima
po cijele dane lazem
zali Boze sto te znam
i sad u sobi punoj dima
jos skidam se sa tebe
po cijelu noc i dan

Ref.","https://tekstovi.net/2,459,4908.html",,Kao da me nema,It's like I don't exist,Hrabra kao prije,"Ovo nije sreća, oslobodi me
1
volim te i mrzim što mi sve to treba
jedno je kad ljubav uzme godine
a to i nije bila ljubav, što je najgore od svega. Sad lažem pred svima
po cijele dane lažem
žali Bože što te znam
i sad u sobi punoj dima
jos skidam te sa sebe
po cijelu noć i dan. Ref.
I kao da me nema tu
tonem sve do dna
i kao da mi nestaje
tlo pod nogama. I kao da mi tijelo gori
zovem u pomoć
a ponovo bi dala sve
za jednu jedinu noć. Ne vjerujem nikom tko bi noćima
zvijezdama po meni davao imena
a srce gleda stvari drugim očima
jos u tebi vidim, sve ono čega nema. Sad lažem pred svima
po cijele dane lažem
žali Bože što te znam
i sad u sobi punoj dima
jos skidam te sa sebe
po cijelu noć i dan. Ref.","This isn't happiness, set me free
I love and hate you, it's unnecessary
it's one thing when love takes away the years
but that wasn't love, that's the worst thing of all. Now I'm lying to everybody
I'm lying every single day
God forbid that I know you
even now in a room filled with smoke
I'm still removing you from me
all day and night long. Ref.
It's like I don't exist
I'm drowning to the bottom
and it's like
I'm losing ground. It's like my body's burning
I'm calling out for help
but yet I'd give anything
to spend one single night with you. I don't believe anyone who'd
name the stars after me at night
my heart is looking differently at it
but I still see everything which lacks within you. Now I'm lying to everybody
I'm lying every single day
God forbid that I know you
even now in a room filled with smoke
I'm still removing you from me
all day and night long. Ref.",https://lyricstranslate.com/en/kao-da-me-nema-its-i-dont-exist.html,['Vanna'],https://diskografija.com/pjesma/kao-da-me-nema-1396.htm,Kao da me nema,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2003 - Hrabra kao prije,2003 - Zadarfest 2003,,,,"Ovo nije sreća oslobodi me.
Volim te i mrzim.
Što mi sve to treba.
Jedno je kad ljubav uzme godine.
A to i nije bila ljubav,
što je najgore od svega.

Sad lažem pred svima.
Po cijele dane lažem.
Žali Bože što te znam.
I sad u sobi punoj dima,
još skidam te sa sebe.
Po ciju noć i dan.

I kao da me nema tu
tonem sve do dna.
I kao da mi nestaje
tlo pod nogama.
I kao da mi tijelo gori
zovem upomioć.
A ponovo bi dala sve
za jednu jedinu noć.

Ne vjerujem nikom tko bi noćima,
zvijezdama po meni
davao imena.
A srce gleda stvari drugim očima.
Još u tebi vidim,
sve ono ćega nema.

Sad lažem pred svima.
Po cijele dane lažem.
Žali Bože što te znam.
I sad u sobi punoj dima
još skidam te sa sebe.
Po cijelu noć i dan.",Kao da me nema,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/kao-da-me-nema.html
20,CWc8m1qi_1_20,Vanna,Vanna,Kao kosuta,30536,"Odvazi se i budi hrabar
ne boj se i ne strahuj
jer kuda god podjes
s tobom je Jahve, Bog tvoj 

Kao kosuta sto za vodom zudi
zudim za tobom ja
samo ti ceznja si srca moga
tebe slavim ja
 
Kao pustinja koja oblak ceka
cekam te, Boze, ja
samo ti znas ispunit' srce moje
tebe trazim ja

Ref. 3x
Snago moja i zastito
u tebi duh moj se odmara
samo ti ceznja srca si moga
tebe slavim ja","https://tekstovi.net/2,459,19637.html",,,,,,,,,,,,,,,,,,,,,
21,CWc8m1qi_1_21,Vanna,Vanna,Kao more val,11386,"Kazes da ides, da nije ti lako
al jednostavno samnom vise nisi sretan
ma nije to nista, ne sto je to za mene
par godina tek tako bacenih u vjetar

Do jucer sam bila veca od zivota
i mislila hrabro da mogu bas sve
gdje mi je sada ta pamet i ljepota
kad samo jednom rijecju slomio si me 
 
Ref.
Kao more val kad razbije o stijene
i pogledaj me sad sto je ostalo od mene
a bojim se da i ne bi stavila
ruku u vtaru da maris za to

Znam da ces reci sto najvise boli
bez obzira nazovi uvijek kad ti treba
mozes i reci da druga te voli
jer danas ionako ostajem bez svega

Do jucer sam bila veca od zivota
i mislila hrabro da mogu bas sve
gdje mi je sada ta pamet i ljepota kad 
samo jednom rijecju slomio si me 

Ref.

Do jucer sam bila veca od zivota 
i mislila hrabro da mogu bas sve
gdje mi je sada ta pamet i ljepota
kad samo jednom rijecju slomio si me 

Ref.

Bojim se da ne bi stavila
ruku u vatru da maris za to","https://tekstovi.net/2,459,16521.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/kao-more-val-1410.htm,Kao more val,['Ante Pecotić'],['Ante Pecotić'],['Ante Pecotić'],2000 - 24 sata,2001 - Vanna u Lisinskom - uživo,,,,"Kažeš da ideš da nije ti lako
al jednostavno samnom više nisi sretan
ma nije to ništa
ne što je to za mene
par godina tek tako bačenih u vjetar
do jučer sam bila veća od života
i mislila hrabro da mogu baš sve
gdje mi je sada ta pamet i ljepota
kad samo jednom riječu slomio si me. 

Kao more val kad razbije od stijene
i pogledaj me sad
što je ostalo od mene
al bojim se da i ne bi stavila
ruku u vatru da mariš za to.

Znam da ćeš reći
što najviše boli
bez obzira nazovi
uvjek kad ti treba
možeš i reći
da druga te voli
jer danas ionako ostajem bez svega

Do juče sam bila veća od života
i mislila hrabro da mogu baš sve
gdje mi je sada ta pamet i ljepota kad 
samo jednom riječu slomio si me. 

Kao more kad razbije od stijene
i pogledaj me sad što je ostalo od mene
al bojim se da i ne bi stavila 
ruku u vatru da mariš za to.

Do jučer sam bila veća od života i mislila hrabro da mogu baš sve
gdje mi je sada ta pamet i ljepota
kad samo jednom riječu slomio si me. 

Kao more val kad razbije od stijene i pogledaj me sad
što je ostalo od mene
al bojim se da 
i ne bi stavila ruku u vatru da mariš za to

i bojim se da ne bi stavila 
ruku u vatru da mariš za to.",Kao more val,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/kao-more-val.html
22,CWc8m1qi_1_22,Vanna,Vanna,Kao rijeka,24896,"Priznajem, nisi jos zaboravljen
a doznajem
svo si vrijeme bio njen
suzama ja rugam se 
i poslije sveg' ne mrzim te 

Dolazi novi dan i godina
osjecam miris novog stoljeca
ostani zauvijek tu
u ovom starom vremenu
 
Ref.
Kao rijeka ja sam potekla
pocinjem sve iznova, sada cista
kao rijeka moru pobjegla
samo da ljubav je tu 
da me cuva

Ljubi me, ti neki drugi covjece
i ne daj mi 
da gledam u oci proslosti
sada ja odlucujem
da l' odlazim il' ostajem 
","https://tekstovi.net/2,459,4909.html",,Kao rijeka,As a river,24 sata,"Priznajem, nisi jos zaboravljen
a doznajem
svo si vrijeme bio njen
suzama ja rugam se
i poslije sveg' ne mrzim te. Dolazi novi dan i godina
osjecam miris novog stoljeca
ostani zauvijek tu
u ovom starom vremenu. Ref.
Kao rijeka ja sam potekla
pocinjem sve iznova, sada cista
kao rijeka moru pobjegla
samo da ljubav je tu
da me cuva. Ljubi me, ti neki drugi covjece
i ne daj mi
da gledam u oci proslosti
sada ja odlucujem
da l' odlazim il' ostajem","I admit, you're not forgotten yet
but I'm realizing
all of this time you she had
tears I'm mocking
and after all you I don't hate. Coming new day and a year
Sensing the new century scent
Stay forever here
In this time that is bent. Ref.
As a river I started to flow
Beginning all anew, with glow
As a river running to the sea
As long the love is there
to watch over me.. Kiss me, you other man
and never let me
to stare at the eyes of past
now I decide
to stay or leave.",https://lyricstranslate.com/en/kao-rijeka-river.html,['Vanna'],https://diskografija.com/pjesma/kao-rijeka-1415.htm,Kao rijeka,"['Ivana Plechinger', 'Bruno Kovačić']","['Ivana Plechinger', 'Bruno Kovačić']","['Bruno Kovačić', 'Suad Čokljat Deity', 'Zoran Švigir Švigi']",2000 - 24 sata,2000 - Dora 2000,2000 - Dora 2000,2001 - Vanna u Lisinskom - uživo,,"Priznajem 
nisi još zaboravljen
a doznajem
svo si vrijeme bio njen
suzama ja rugam se 
i poslije sveg
ne mrzim te 

dolazi, novi dan i godina
osjećam
miris novog stoljeća
ostani zauvjek tu
u ovom starom vremenu

kao rijeka ja sam potekla
počinjem sve iz nova
sada čista
kao rijeka moru pobjegla
samo da ljubav je tu 
da me čuva

Ljubi me, ti neki drugi čovječe
i nedaj mi 
da gledam u oči prošlosti
sada ja odlučujem
dal odlazim il ostajem",Kao rijeka,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/kao-rijeka.html
23,CWc8m1qi_1_23,Vanna,Vanna,Kome,9407,"Gledam ti lice, gledam kroz vrijeme
iste su crte, iste su sjene
imam pravo biti i ljuta
ja trazim samo najciscu ljubav

Tada sam potpuno sretna i laka k'o zrak
dok sutis kraj mene ja pitam se da li znas
 
Ref.
Kome, kome uvijek dajem moje sve
kome, kome moje tijelo vodi me
kome, kome zelim ono najgore
kome, kome onda sve to priznajem
kome drugome nego tebi, moja ljubavi

Previse trazis, a premalo dajes
nekad mi slazes i odmah se kajes
poslije svega tvoja je ruka
sve sto mi treba i sve sto me cuva

Tada sam potpuno sretna i laka k'o zrak
dok sutis kraj mene ja pitam se da li znas

Ref.

Ref.","https://tekstovi.net/2,459,24444.html",,,,,,,,,,,,,,,,,,,,,
24,CWc8m1qi_1_24,Vanna,Vanna,Kupi mi,10125,"Kupi mi ljude, kupi mi more
kupi mi svijetlo, kupi mi boje
kupi mi sve sto mi treba
kupi mi plavo od neba
i tek tada voljet cu te ja

Kupi mi skupo, kupi mi pravo
kupi mi sunce, zuto i plavo
kupi mi sve, dijamante
mozda me u zivot vrate
i tek tada voljet cu te ja
 
Ref.
Jedan dio moga srca ipak zna
da ne mogu se kupit sjecanja
jedan dio moga srca jos je ziv
i podsjeca me tko je za sve kriv

Kupi mi zime, kupi mi bajke
kupi mi ptice, kupi mi grane
kupi mi sve misli moje
sve drugo nek bude tvoje
i tek tada voljet cu te ja

Ref. 2x","https://tekstovi.net/2,459,18643.html",,,,,,,,['Vanna'],https://diskografija.com/pjesma/kupi-mi-1405.htm,Kupi mi...,['Bruno Kovačić'],['Bruno Kovačić'],['Nikša Bratoš'],,,,,,"Kupi mi ljude, kupi mi more.
Kupi mi svjetlo, kupi mi boje.
Kupi mi sve što mi treba.
Kupi mi plavo od neba.
I tek tada voljet ću te ja.

Kupi mi skupo, kupi mi pravo.
Kupi mi sunce, žuto i plavo.
Kupi mi sve dijamante, 
možda me u život vrate.
I tek tada voljet ću te ja

Jedan dio moga srca ipak zna
da ne mogu se kupit sjećanja.
Jedan dio moga srca još je živ
i podsjeća me tko je za sve kriv.

Kupi mi zime, kupi mi bajke.
Kupi mi ptice, kupi mi grane.
Kupi mi sve misli moje, 
sve drugo nek bude tvoje.
I tek tada voljet ću te ja.

Jedan dio moga srca ipak zna
da ne mogu se kupit sjećanja.
Jedan dio moga srca još je živ
i podsjeća me tko je za sve kriv

Jedan...",Kupi mi,https://cuspajz.com//tekstovi-pjesama/pjesma/vanna/kupi-mi.html
