Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate
Fv0Kbouf_1_0,Crvena Jabuka,Crvena Jabuka,11-ta bozja zapovijed (duet Tarik Filipovic),47415,"Ako zelis, a ne zelis
ako shvacas, a ne shvacas
vjerojatno je po srijedi ljubav

Kako da je pustim 
da je vise ne ljubim
i kako da joj kazem 
ni ja tebe ne volim
 
Zasto nema pravila 
da se ljubav uzvraca
i da onaj koji voli 
nikad zalud ne sanja

Kako da je pustim 
da je vise ne vidim
i kako da joj kazem 
u redu je 
ni ja tebe vise ne volim

O moj Boze 
zasto nemas zapovijed 
na tom svetom kamenu
pod brojem 11 
da me voli ko ja nju

O moj Boze 
zasto nemas zapovijed 
na kamenu svetom tom
pod brojem 12 
ona sa mnom a ja s njom

Kako da je pustim 
da je vise ne ljubim
kad za zivot razlog je 
ona jedan jedini

Zasto nema pravila 
da se ljubav uzvraca
i da onaj koji ljubi
nikad zalud ne sanja

Kako da je pustim 
da je vise ne cujem
kad se samo njenom glasu 
k'o dijete radujem

Zasto nema pravila 
da se ljubav uzvraca
i da onaj koji voli 
nikad zalud ne sanja

Ako zelis, a ne zelis
ako shvatas, a ne shvatas
vjerovatno je po srijedi ljubav

O moj Boze 
zasto nemas zapovijed
na tim svetim plocama
na broju 13 
zapisanu srecu nama
","https://tekstovi.net/2,240,13924.html",,,,,,,
Fv0Kbouf_1_1,Crvena Jabuka,Crvena Jabuka,6.00,26275,"6.00 i jutro me umiva
slusam prve vijesti sa radija
iza mene noc bez sna
ispred zuta svjetla taksija
i proviruje dan e da znam da si budna

6.00 i tramvajske guzve
ne citam novine sivo tuzne
sve sto dnevna je politika
ona bi jutro kvarila
a ceka me dan e da znam da si budna
 
Hej zvao bi
srce glas da cuje ti

6.00 i kisa se umara
dok cigareta izdaje posljednja
kod mene i dalje sve u kontri je
a narednih sto ljeta cu drugacije
vec imam plan e da znam da si budna","https://tekstovi.net/2,240,6298.html",,6.00,6 A.M.,,"6.00 i jutro me umiva
1
slušam prve vijesti sa radija
iza mene noć bez sna
ispred žuta svjetla taksija
i proviruje dan e da znam da si budna. 6.00 i tramvajske gužve
ne čitam novine sivo tužne
sve što dnevna je politika
ona bi jutro kvarila
a čeka me dan e da znam da si budna. Hej zvao bi
srce glas da čuje ti. 6.00 i kiša se umara
dok cigareta izdaje posljednja
kod mene i dalje sve u kontri je
a narednih sto ljeta ću drugačije
već imam plan e da znam da si budna","6 A.M. and the morning is washing my face
I listen to the first radio news
I left behind a sleepless night
and yellow cab lights are waiting for me
and the day is peeking through
Oh, if I knew whether you are awake.... 6 A.M. and the tram jams
I don't read the gray - sad newspapers
everything that is everyday politics
would spoil my morning
and the day is waiting for me
Oh, if I knew whether you are awake. Hey, I would call you
so your heart would hear the voice. 6 A.M. and the rain is making my tired
while the last cigarette is betraying me
here with me everything is still contrary
but the next hundred years will be different
I already have a plan.... Oh, if I knew whether you are awake",https://lyricstranslate.com/en/600-6-am.html
Fv0Kbouf_1_2,Crvena Jabuka,Crvena Jabuka,Ajna,962,"Posla Ajna sa Mejdana
zvijezda sjajna do Sehera

Posla Ajna, hej, posla Ajna
sama pred zidine od Saraja  

Bijeli dvori od mermera
ona zvijezda sa sjevera
 
A kroz vrata, hej, sva od zlata
ljepsa od nje nije prosla nikada  

Bijelo lice golubice
prodje Ajna kraj tamnice

S pola glasa, hej, s pola glasa
netko zovnu - Ajna - i zapjeva      

Sto je zivot bez ljubavi
uvijek cu te ja voljeti

Ja sam Ajna, hej, ja sam Ajna
tvoja tajna, tvoja ljubav najveca","https://tekstovi.net/2,240,61943.html",,,,,,,
Fv0Kbouf_1_3,Crvena Jabuka,Crvena Jabuka,"Ako me pitas, kamarade",20423,"Ja ne mogu da se sjetim
niceg osim tebe ne
prob'o sam ne vrijedi
sve drugo je mrak

Godine me stizu
tvoj lik ne blijedi
sjecanja se nizu
ti me proganjas
 
Na Savskom mostu 
pada prvi snijeg
ja cujem Bosnu
i rusi se moj svijet

Na Marijin dvoru
ja sam te cek'o
bez tebe sam ni'ko
a bio sam ne'ko

Gdje si bila tu je zrak
sklopim oci samo mrak
daj mi krila da poletim
svjetlo ugledam

Ref.
Gdje si bila tu je zrak
sklopim oci samo mrak
niceg osim tebe 
ja se ne sjecam

Ako me pitas, kamarade
zasto se rusi sav moj svijet
samo ona odgovor znat' ce
kad me ne bude
(2x)

Ref.

Ja ne mogu da se sjetim
niceg osim tebe ne
prob'o sam ne vrijedi
sve drugo je mrak

Ref. 2x","https://tekstovi.net/2,240,13892.html",,"Ako me pitaš, kamarade","If You Ask Me, Comrade",,"Ja ne mogu da se sjetim
1
ničeg osim tebe ne
prob'o sam ne vrijedi
sve drugo je mrak. Godine me stižu
tvoj lik ne blijedi
sjećanja se nižu
ti me proganjaš. Na Savskom mostu
pada prvi snijeg
ja čujem Bosnu
i ruši se moj svijet. Na Marijin dvoru
ja sam te ček'o
bez tebe sam ni'ko
a bio sam ne'ko. Gdje si bila tu je zrak
sklopim oči samo mrak
daj mi krila da poletim
svjetlo ugledam. Ref.
Gdje si bila tu je zrak
sklopim oci samo mrak
ničeg osim tebe
ja se ne sjećam. Ako me pitaš, kamarade
zašto se ruši sav moj svijet
samo ona odgovor znat će
kad me ne bude
(2x). Ref.. Ja ne mogu da se sjetim
ničeg osim tebe ne
prob'o sam ne vrijedi
sve drugo je mrak. Ref. 2x","I can't remember
anything except you
I tried to but it's not worth it
everything else is dark. The years are arriving
your face is not fading away
the memories are getting shorter
you're following me. On the Sava bridge
falls the first snow
I hear Bosnia
and my world crashes down. I waited for you
at Mary's court1
I'm nobody without you
but I was somebody. Where you were is where the air is
I close my eyes and there's only darkness
give me wings to fly away
I see the light. Where you were is where the air is
I close my eyes and there's only darkness
I can't remember
anything except you. If you ask me, comrade
why my whole world is crashing down
only she will know the answer
when I'm gone. I can't remember
anything except you
I tried to but it's not worth it
everything else is dark",https://lyricstranslate.com/en/ako-me-pita%C5%A1-kamarade-if-you-ask-me-comrade.html
Fv0Kbouf_1_4,Crvena Jabuka,Crvena Jabuka,Ako. ako,59898,"Kad bi otisla
sama bi se preko Bosne
brzim vratila

Meni i tebi srce isto udara
sve tvoje zelje
citam ti u ocima
 
Moja si to znaju svi
sto su te potajno zeljeli
a ja vec godinama cuvam te
zato ne bojim se
s tobom mogu sve

Ref. 2x
Ako, ako odes ti
ja te necu traziti
od Vardara moja raja
do Triglava nema kraja
gdje bi se od oka
gdje bi se od srca 
sakrila

","https://tekstovi.net/2,240,2840.html",,"Ako, ako","If, if",,"Kad bi otišla
1
sama bi se preko Bosne
brzim vratila. Meni i tebi srce isto udara
sve tvoje želje
čitam ti u očima. Moja si to znaju svi
što su te potajno željeli
a ja već godinama čuvam te
zato ne bojim se
s tobom mogu sve. Ref. 2x
Ako, ako odeš ti
ja te neću tražiti
od Vardara moja raja
do Triglava nema kraja
gdje bi se od oka
gdje bi se od srca
sakrila","If you would leave
by yourself trough Bosnia
you would be back with quick. The heart beats the same in you and me
all your desires
I read in your eyes. You are mine everyone knows it
that wanted you secretly
and I keep you for years
that is why I am not scared
I can do anything with you. Ref.
If, if you leave
I won't look for you
from Vardar my people
all the way to Triglav has no end
where would you from the eye
where would you from the heart
hide",https://lyricstranslate.com/en/ako-ako-if-if.html
Fv0Kbouf_1_5,Crvena Jabuka,Crvena Jabuka,Andjeli,76847,"Pun mi je zivot gresaka
ponavljam ih dan za danom
al' jos od rane mladosti
osjecam da je neko sa mnom
da dise u blizini
i da brine o sudbini, mojoj
 
Koliko sam gluposti 
napravio u zivotu
skoro da sam i pretjer'o
neka mi je na sramotu
nosio sam u torbi glavu
izvuk'o je zivu i zdravu
samo ja znam sto

Ref.
Na ramenima mi dva andjela sjede
cuvaju me od nesrece i bijede
dva andjela danju, nocu rade
paze da mi neko srecu ne ukrade

Potrosio sam zivot do pola
k'o sapun od jorgovana
koliko sam u park kafani
ostavio kisnih dana

Dok vjetar na izlog lijepi lisce
neko kao da mi ruku stisce
samo ja znam ko

O tebi sam mastao
cekao te dan za danom
usetala si u moj zivot
pod zutim kisobranom

Ona je sve sto ti treba
sapnuo je kao neko s' neba
samo ja znam ko

Ref.","https://tekstovi.net/2,240,6278.html",,Andjeli,Angels,,"Pun mi je život grešaka
1
ponavljam ih dan za danom
al' još od rane mladosti
osjećam da je neko sa mnom
da diše u blizini
i da brine o sudbini mojoj. Koliko sam gluposti
napravio u životu
skoro da sam i pretjer'o
neka mi je na sramotu
nosio sam u torbi glavu
izvuk'o je živu i zdravu
samo ja znam što. Ref.
Na ramenima mi dva anđela sjede
čuvaju me od nesreće i bijede
dva anđela danju, noću rade
paze da mi neko sreću ne ukrade. Potrošio sam život do pola
ko sapun od jorgovana
koliko sam u park kafani
ostavio kišnih dana
dok vjetar na izlog lijepi lišće
neko kao da mi ruku stišće
samo ja znam ko. O tebi sam maštao
čekao te dan za danom
ušetala si u moj život
pod žutim kišobranom
ona je sve što ti treba
šapnuo je neko kao s neba
samo ja znam ko. Ref.","My life is full of mistakes
I repeat them day after day
and since my early childhood
I feel like someone is with me
breathing near me
and worrying about my destiny. How many dumb things
have I done in my life
I almost overdone it
let it be on my shame
in my bag i ""carried"" my head
pulled it out healthy and alive
only I know why. Chorus:
Two angels are sitting on my shoulders
keeping me safe from accidents and misery
two angels, work day and night
making sure no one steals my luck. I spent a half life
like soap with lilac
how many rainy days have I left
in the park cafe
while the wind glued leaves on the window
like someone's squeezing my hand
only I know who. About you I have fantasised
day by day I waited for you
you walked into my life
under a yellow umbrella
she is everything you need
someone whispered from the sky
only I know who. Chorus:
Two angels are sitting on my shoulders
keeping me safe from accidents and misery
two angels, work day and night
making sure no one steals my luck",https://lyricstranslate.com/en/andjeli-angels.html
Fv0Kbouf_1_6,Crvena Jabuka,Crvena Jabuka,Bacila je sve niz rijeku,71718,"Stajala je usred baste 
ko najljepsi cvijet
Kao da je dio maste 
i muzike te

Slusala je pjesmu moju, 
posljednju sto pjevam njoj
Sad joj kazem, zbogom draga, 
a bila je zivot moj.
 
Prosla je kroz moje snove 
i bila je tren
Cijelim tijelom bila moja, 
ja bio sam njen

Nosila je nasu ljubav, 
nasu srecu, prvi cvijet
Bacila je sve niz rijeku 
i posla u drugi svijet.

Al' nocas ako slusa, 
nek cuje bol
U pjesmi koju pjevam njoj, 
samo njoj

Zauvijek neka nosi 
na srcu znak
Zivot je jedan ona bacila","https://tekstovi.net/2,240,2806.html",,Bacila je sve niz rijeku,She Threw It All Down The River,,"Stajala je usred bašte
1
ko najljepši cvijet
Kao da je dio mašte
i muzike te. Slušala je pjesmu moju,
posljednju što pjevam njoj
Sad joj kažem, zbogom draga,
a bila je život moj.. Prošla je kroz moje snove
i bila je tren
Cijelim tijelom bila moja,
ja bio sam njen. Nosila je našu ljubav,
našu sreću, prvi cvijet
Bacila je sve niz rijeku
i pošla u drugi svijet.. Al' noćas ako sluša,
nek čuje bol
U pjesmi koju pjevam njoj,
samo njoj. Zauvijek neka nosi
na srcu znak
život je jedan ona bacila","She was standing in the middle of the garden,
Like the most beautiful of flowers
As if she were a figment of imagination
A note in the music. She was listening to my song,
The last one I would be singing to her,
Now I'm telling her 'Farewell, my darling',
And she used to be my everything.... She walked through my dreams
and stayed for a split second
She belonged to me with her entire body
And I belonged to her. She carried within her our love,
The first fruit of our happiness -
The threw it all down the river
And moved on to another world.... But tonight, if she's listening,
Let her hear the pain
In this song I'm singing to her, only to her. Let her carry forever
A mark on her soul:
She threw an entire life away...",https://lyricstranslate.com/en/bacila-je-sve-niz-rijeku-she-threw-it-all-down-river.html-0
Fv0Kbouf_1_7,Crvena Jabuka,Crvena Jabuka,Berlin,1334,"Praznicno jutro u juznom Berlinu
motel za ljubavnike, ona i ja
k'o dvije cigle u starom kaminu
suvenir zida srusena

Ljubavi moja habsburskog roda
plemicke krvi i bijela lica
ne znas ti kako mirise Jadran
i kakvu djecu radja ravnica
ne znas ti nista o meni
 
Ref.
Ne pitaj me gdje sam rodjen, kako mi je ime
uzmi me uz kafu, grozdje i zaboravi me
ne pitaj me nista vise, sve ti je na dlanu
uzmi ove kapi kise i okreni stranu
i okreni stranu

Besane noci u snenom Parizu
u drustvu mrtvih pjesnika
gdje sve je isto, ali ni blizu
u svijetu zagonetnih osmijeha

Ljubavi moja visoka soja
ne trazi sada u sebi krivca
boli me rana sve do Balkana
boli me tuga iz tamburica
ne znas ti nista o meni

Ref. 2x","https://tekstovi.net/2,240,60628.html",,,,,,,
Fv0Kbouf_1_8,Crvena Jabuka,Crvena Jabuka,Bijeli Bozic,67471,"Ja sanjam jedan bijel Bozic 
da opet dodje u moj grad
da su zvijezde gore
i tiho da se stvore 
svi ljudi koje volim ja

Ja sanjam kako snijeg pada
i odmah tuzan postanem
jer kraj stare skole
gdje se mladi vole
nisam tebe pronasao ja
 
Ja sanjam ljeto u zraku
da opet dodje u moj grad
da su zvijezde gore 
i blizu da je more
tek tada bit cu sretan ja

Da su zvijezde gore 
i blizu da je more
tek tada bit cu sretan ja, sretan ja","https://tekstovi.net/2,240,3954.html",,Bijeli Božić,White Christmas,,"Ja sanjam jedan bijel Bozic
1
da opet dodje u moj grad
da su zvijezde gore
i tiho da se stvore
svi ljudi koje volim ja. Ja sanjam kako snijeg pada
i odmah tuzan postanem
jer kraj stare skole
gdje se mladi vole
nisam tebe pronasao ja. Ja sanjam ljeto u zraku
da opet dodje u moj grad
da su zvijezde gore
i blizu da je more
tek tada bit cu sretan ja. Da su zvijezde gore
i blizu da je more
tek tada bit cu sretan ja, sretan ja","I’m dreaming of a white Christmas
that comes again to my town
that the stars are above
and silently appear
the people that I love. I’m dreaming how the snow falls
and instantly sadness comes over me
because at the old school
where the young ones love
I didn’t find you. I’m dreaming of a summer in the air
that comes again to my town
that the stars are above
and the sea is nearby
Just then I will be happy. that the stars are above
and the sea is nearby
Just then I will be happy",https://lyricstranslate.com/en/bijeli-bozic-white-christmas.html
Fv0Kbouf_1_9,Crvena Jabuka,Crvena Jabuka,"Bivse djevojcice, bivsi djecaci",39309,"Koliko ima od maturske noci
veceras smo novo drustvo mi
daleki, sasvim nepoznati
ne pomaze ni to sto ste sriktani
svi vi bivsi 'ladni frajeri

Svi vi bivsi 'ladni frajeri
sad rijetko vas zovu ulice
stvarno ni jedne satro dobre
nisu vise, nisu curice, nisu curice
 
Vidim i ti nesto snimas
malo radio stampa, malo TV
ali izlazis li jos na ista mjesta
i da ne zaboravim da pitam te

Da l' jos imas ploce Beatlesa i Stonesa
stepove od Kejta kao on od horsa

I tebe je, duso, poslao tata
da studiras u Americi
doneses diplomu od suvog zlata
ne bi li je ponovo otkrili
i dobro te udali

Evo i ja nesto snimam
malo radio stampa, malo TV
izlazim jos na ista mjesta
tamo, tamo meni dobro je

Volio bih umrijet' prije nego ostarim
volio bih umrijet'
samo da ih ne vidim
kako pricaju price kao nasi starci
bivse djevojcice, bivsi djecaci","https://tekstovi.net/2,240,6299.html",,,,,,,
