Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate
vmjQPyJ5_1_0,Boris Novković,Boris Novković,Ajsa,13235,"Istog dana smo rodjeni
u dlan nam nisu gledali
tajnu vjecnosti otkrili 
nisu nikada   

Suze idu u gomili
topla groznica ljubavi
tvoje oci mi sklonili 
neki ljudi zli
 
Ref.
Ajsa, Ajsa, moja pustinja
Ajsa, Ajsa, moja svetinja
Ajsa, Ajsa, suze padaju
Ajsa, Ajsa, molim te, ostani tu

Moja dusa ti robinja
srce gori ko buktinja
ne daj da me otrijezne
ne daj, molim te","https://tekstovi.net/2,328,17630.html",,,,,,,
vmjQPyJ5_1_1,Boris Novković,Boris Novković,Bijeli golub,16621,"Cudno neko vrijeme gazi
svakojake zablude
ostre mjere su na snazi
svako misli samo na sebe

Niti ''d'' od dostojanstva
nikome ne ostaje
sinja mora i prostranstva
ugoscuju samo ratove
 
Ref.
A ja k'o ja, izmedju jave i sna
a ja k'o ja, korak naprijed, nazad dva
i isto pitam se svih ovih godina
gdje da nadjem bijelog goluba

Nesto sto se zvalo mladost
sapatom progovara
nema smisla biti glasan
mladost nikom ne odgovara

I dok tako lazu ljudi
godine nam prolaze
sve se manje grli, ljubi
k'o da se oluja nazire

Ref. 2x","https://tekstovi.net/2,328,21420.html",,,,,,,
vmjQPyJ5_1_2,Boris Novković,Boris Novković,Bilo je davno,15493,"Tekla je godina sretna i sjetna
sreca me pratila jos od pocetka
al' ne ide svakome od ruke sve
i tako to krene lose po mene

Nisam ni sumnjao u njene oci
da ce me zauvijek ljubit' moci
al' ne ide svakome od ruke sve
i tako to krene lose po mene
 
Ref. 2x
Bilo je davno, davno, davno
trajali mi smo samo, samo
tek mjesec dana, tek mjesec dana
a godina ima dvanaest rana

Trajali mi smo tek mjesec dana 
a godina ima dvanaest rana

Nisam ni sumnjao u njene oci 
da ce me zauvijek ljubit' moci
al' ne ide svakome od ruke sve
tako je lako otisla od mene

Ref. 2x

Trajali mi smo tek mjesec dana
a godina ima dvanaest rana
(2x)

Ref.

Trajali mi smo tek mjesec dana
a godina ima dvanaest rana
(2x)

Ref.","https://tekstovi.net/2,328,22514.html",,,,,,,
vmjQPyJ5_1_3,Boris Novković,Boris Novković,Bit cu dobro ja,18155,"Nije nista sa mnom
nemoj brinuti se
nije nista sa mnom
ovo los dan samo je
samo losa noc
al' i ona ce proc
 
Ref.
I bit cu dobro ja
vjeruj najdraza
i bit cu dobro ja, ja, ja
vjeruj najdraza

Jos jedan sivi dan
kad krivo poslo je sve
bez razloga
stare tuge vratile se
dosadne price
ali sto me se tice

Ref.

Kretena raznih, glava im praznih sjetim se
rijeci otrova malih lazova peku me
pa vrtim film stari
u meni se kvari zrno radosti
nista ne pitaj, topli dodir daj i ostani

Ref.

Ti znas takve dane
necu ti pricat o losoj sreci
o stvarima bolnim 
sto kroz sjecanje pocese teci
kisa u meni sunce zamijeni

Ref. 2x","https://tekstovi.net/2,328,21421.html",,,,,,,
vmjQPyJ5_1_4,Boris Novković,Boris Novković,Blagoslov,10921,"Ne trosi suzu, sto da kane
sad nece moci da me gane
ne mogu na to pasti opet
znam te vec napamet

Potrosila si sve adute
i usne kao kamen zute
sad vidis gdje smo stigli eto
bilo je napeto
 
Ref. 
Nek se na dobro okrene
iz mrtve tocke pokrene
da nadjes s nekim miran krov
dajem ti blagoslov

Nek se na dobro okrene
samo sto dalje od mene
pa bicu kao nov
imas moj blagoslov

Znam da ti je sada krivo
al' ne padaj na zadnji nivo
jer ti si ipak njezna zena
ostani otmjena

Znam te, voljet ces jos mnoge
ma hajde kreni, put pod noge
sad vidis gdje smo stigli eto
bilo je napeto

Ref.
","https://tekstovi.net/2,328,5613.html",,,,,,,
vmjQPyJ5_1_5,Boris Novković,Boris Novković,Branim se,40759,"Svaka mi druga srce lomila
ona ga slomila
svaka me druga malo ljubila
ona me ubila

I uvijek kad sam na dno padao
njoj sam se nadao
i uvijek kad se Bogu zaklinjem
samo nju spominjem
 
Ref.
Branim se, branim da nije me sve
ali mi ne ide, ne ide
lazem i sebe i prijatelje
da nije mi stalo do nje

Svaka je druga proslost postala
ona je ostala
svaka me druga malo voljela
ona me boljela","https://tekstovi.net/2,328,9882.html",,,,,,,
vmjQPyJ5_1_6,Boris Novković,Boris Novković,Budi tu,25307,"Budi tu, bar ti si kao ja
budi tu, moj poraz i pobjeda
budi tu, dug je put odavde pa dovjeka
a bez tebe sam ko pola covjeka

Budi tu, moj grijeh i molitva
budi tu, kaplja onog ludila
budi tu, bozji dar, kao pjesak zelim te
vec predugo s daljinom dijelim te
 
Budi tu, moj vlak vec prolazi
budi tu, vrag po svoje dolazi
budi tu, bar jos tren pa nek se svijet preokrene
ma neka idu svi, bar ti ne izdaj me
2x
","https://tekstovi.net/2,328,19028.html",,,,,,,
vmjQPyJ5_1_7,Boris Novković,Boris Novković,"Bye, baby, bye",2344,"Otisla brodom je
ponijela fotose
ne znam joj prezime
kazem bye, baby, bye

Sad mrtve su obale
kise mi dolaze
mnoge sad prolaze
pjevam bye, baby, bye
 
Djevojke mirisu na ljeto
djevojke su sunca sjaj
a mnoge mi odlaze
dok pjevam bye, baby, bye

Prazne su ulice
ptice su nemirne
da l' misli na mene
i pjevam bye, baby, bye","https://tekstovi.net/2,328,44338.html",,,,,,,
vmjQPyJ5_1_8,Boris Novković,Boris Novković,Casa vina,8346,"Ona je bila ponesto 
u rodu sa zvijezdama
kroz prste mi promakla vjesto
ko pijesak je nestala

Najdraza igracka njena
bila je oduvijek laz
a sada kada je nema
ne treba mi istina
 
Ref. 2x
K'o casu vina me je popila
a njoj bih sad da nazdravim
ako je bila greska, briga me
ma sto put bih da je ponovim

Za nju je ovaj svijet 
bio slijepa ulica
a za mene svaki dan bez nje
jos i kao ludnica

A znao sam onda o njoj
sve ono sto i sada znam
ali pamet nikada s tim
nista nije imala

Ref. 2x

Ref. 2x","https://tekstovi.net/2,328,22539.html",,,,,,,
vmjQPyJ5_1_9,Boris Novković,Boris Novković,Cini mi se,14452,"Vecer kao svaka
malo tuge, kaplja mraka
kao balerina prolazi tisina
i znam, to se zove osama

Noc k'o svaka
vjetar drijema, nemam zraka
to je sve sto imam
nebo bolje dinar da mi da
otkad tebe nemam ja
 
Ref.
Cini mi se otada
sve je kako ne treba
cini mi se otada
vrijeme mi je nevolja
bez tebe stoji sve i ne ide

Cini mi se otada
sve je kako ne treba
cini mi se otada
bilo bi mi utjeha
da se raspem kao sjena
da me nema

Noc k'o svaka
vjetar drijema, nemam zraka
to je sve sto imam
nebo bolje dinar da mi da
otkad tebe nemam ja

Ref.

Ref.","https://tekstovi.net/2,328,21423.html",,,,,,,
