Song_ID,Artist,Artist_diskografija,Song_tekstovinet,Views_tekstovinet,Lyrics_tekstovinet,Url_tekstovinet,Writer_lyricstranslate,Song_lyricstranslate,EngTitle_lyricstranslate,Album_lyricstranslate,Lyrics_lyricstranslate,EngLyrics_lyricstranslate,Url_lyricstranslate
u5IcBEql_1_0,Oliver Dragojević,Oliver,2002. godine u Splitu  (Bajka za odrasle),595,"Dobar dan, dragi putnici
kroz nekoliko trenutaka
poletjet cemo u pravcu Mjeseca

Molimo Vas, da vezete vase pojaseve
i da, prilikom polijetanja, ne pusite
Hvala
 
Dvi ´iljade i druge
mi cemo poc´ na Misec
u miru da provedemo lito

Jer, od pusti´ turisti
ca ce doc´ nan na more
ni okrenit´ se nece moc´ ni´ko

Dvi ´iljade i druge
sve bi´ce na botune
i samo ces tribat´ pritiskat´ nji´

I ima´ces ca zamislis
jo, ca ce onda
onda lipo bit´

Ref. 2x
Dvi ´iljade i druge godine
godine na svitu
ajme, ca ce tek onda lipo bit´
lipo bit´ u Splitu

Dvi ´iljade i druge
svak´ ce imat´ novi stan
a ribe s Marsa bi´ce svaki dan

Svak´ ce dobit´ telefon
i ima´cemo  stadion
na njemu ce igrat´ svitski sampion

Dvi ´iljade i druge
sve bi´ce automatik 
onda nan nece tribat´ radit´

Kompjuteri ce mislit´ za nas
a mi cemo samo
pivat´ po cili dan

Ref. 3x

Ajme, ca ce tek onda lipo bit´
lipo bit´
lipo bit´ u Splitu","https://tekstovi.net/2,186,64116.html",,,,,,,
u5IcBEql_1_1,Oliver Dragojević,Oliver,A sad adio,137097,"Jednom odletjece ptice
ulice nase ostace bez sunca
covjek ispratice zenu
dugo na vjetru jos stajace sam

Jednom odlazi svako
putem svog zivota
na rastanku samo srce kaze
ja cu se vratiti
 
Ref.
A sad adio, a sad adio
i ko zna gdje, i ko zna kad
a sad adio, a sad adio
i ko zna gdje, i ko zna kad

Gledam nepoznata lica
svaki taj covjek ja bih mog'o biti
gledam, ljube se i placu
putuju s nadom, ja odlazim sam

Gledam oci djecaku
vraca se djetinjstvo
ugasena svjetla na peronu
takva si mladosti

Ref.

Gledam jer zelim sve da pamtim
nebo, kamen i ptice u letu
gledam i kad zatvorim oci
bicemo zajedno u dalekom svetu

Beskrajne ravnice gledam
pozdravljam te, zemljo, zemljo moja
ti ces me cekati, jedina ti","https://tekstovi.net/2,186,9191.html",,,,,,,
u5IcBEql_1_2,Oliver Dragojević,Oliver,A vitar puse,48720,"Su zrnon soli, su mrvu kruva
i puno duse
ova nas jubav tepli i cuva
a vitar puse

Su pjaton juve kad projdu dani
i stvari luse
ova nas jubav jaca i rani
a vitar puse
 
Ref.
I neka projdu sve obilance
svi lipi gusti i sve uzance
i neka nima ni sna ni smija
uz tebe uvik znan ca bi tija
a vitar puse, a vitar puse
a vitar puse, nek samo puse

Su kapju uja, su saku zeja
kad sni se ruse
ova nas jubav dize sa tleja
a vitar puse

Kad gori svica a nima loja
kad udru suse
ova je jubav sira od poja
a vitar puse

Ref.","https://tekstovi.net/2,186,8618.html",,A vitar puše,And the Wind Blows,Sve Najbolje Od Olivera 1,"Su zrnon soli, su mrvu kruva i puno duše
1
Ova nas jubav tepli i čuva, a vitar puše
Su pjatom juve kad projdu dani i stvari ruše
Ova nas jubav jača i rani, a vitar puše. I neka projdu sve obilance
Svi lipi gušti i sve užance
I neka nima ni sna ni smija
Uz tebe uvik znan ča bi tija. A vitar puše, a vitar puše
A vitar puše, nek' samo puše. Su kapju uja, su šaku zeja kad sni se ruše
Ova nas jubav diže sa tleja, a vitar puše
Kad gori svića, a nima loja kad udru suše
Ova je jubav šira od poja, a vitar puše. I neka projdu sve obilance
Svi lipi gušti i sve užance
I neka nima ni sna ni smija
Uz tebe uvik znan ča bi tija. A vitar puše, a vitar puše
A vitar puše, nek' samo puše","With a grain of salt, a bread crumb and a lot of soul
This love warms us and guards us, and the wind blows
With a bowl of soup when days are over and things crumble
This love makes us stronger and feeds us, and the wind blows. And even if all the days of plenty end
All the fine joys and all the customs, too
And even if there was no dream or laughing
By your side I would always know what I would want. And the wind blows, and the wind blows
And the wind blows, let it just blow. With a drop of oil, with a handfull of greens when dreams crumble
This love lifts us from the ground, and the wind blows
When the candle is burning, and there is no tallow when droughts hit
This love is wider than a field, and the wind blows. And even if all the days of plenty end
All the fine joys and all the customs, too
And even if there was no dream or laughing
By your side I would always know what I would want. And the wind blows, and the wind blows
And the wind blows, let it just blow",https://lyricstranslate.com/en/vitar-pu%C5%A1e-and-wind-blows.html
u5IcBEql_1_3,Oliver Dragojević,Oliver,Adio bella,17108,"Vapor je u luci i na me ceka
ostaje mi samo postelja meka
poljupcem mi brises tugu sa cela
tepajuci njezno adio bella
adio ljubavi

Ref.
Adio bella, adio bella
ostavljas mene, svoj najlipsi cvit
srcu je tesko, al' suze ce skrit
 
Adios amor, adios amor, adios amor

Vera je na ruci i na te ceka
kako cu bez tebe, nisi mi reka
sidro ca se dize, srce mi cipa
s prove ti mi mases adio lipa
adio ljubavi

Adio bella, adio bella
ljubav ces jedina zauvik bit
prokleto more i soldi i svit

Adios amor, adios amor, adios amor","https://tekstovi.net/2,186,42321.html",,,,,,,
u5IcBEql_1_4,Oliver Dragojević,Oliver,Adio kumpanji,17874,"Tesko nam je lipo reci
ono sto je bilo lipo
sanjali smo mi o sreci
virovali u to slipo
sad se vise nima kamo
naresli smo i sve znamo
 
Tesko nam je tuzno reci
ono sto je bilo tuzno
mislili smo more preci
brisali smo ono ruzno
sad se vise nima kamo
naresli smo i sve znamo

Ref.
Adio, adio kumpanji
nas misec je pijan i crn
adio, adio kumpanji
u srce se zabija trn
adio, adio, adio kumpanji

Tesko nam je reci ista
sto bi se jos moglo reci
satrli smo sva godista
da bi mogli more preci
sad se vise nima kamo
naresli smo i sve znamo

Ref.","https://tekstovi.net/2,186,8620.html",,,,,,,
u5IcBEql_1_5,Oliver Dragojević,Oliver,Ajde idi svojim putem,50808,"Znam, tebi treba mirna postelja
a ja sam losa utjeha
znam, tebi treba neki drugi lik
a ne ja gubitnik

Znam, tebi treba nekog novog sna
a ja ti nisam Bog zna sta
Znam, tebi treba skloniste od svih
a ne ja beskucnik
 
Ref.
Ajde idi svojim putem
pa ti vidi kako ces
ajde idi svojim putem
pa ti vidi kome ces

Ti voljela si nekad kao ja
a uvijek sve si gubila
ja volio bih da si rodjena
u mojim snovima

Ref.

Ne pitaj me zasto
jer reci cu ti laz
nisam los ni dobar
a najbolji sam sam

Najljepse sam dane
prozivio sa njom
i da sto puta umrem
znao bi im broj","https://tekstovi.net/2,186,8617.html",,,,,,,
u5IcBEql_1_6,Oliver Dragojević,Oliver,"Ajde, zbogom",112557,"Jos jucer sam znao o tebi sve
rastavit me niko nije moga od tebe
a danas mi oci tvoje kazu istine
koje ovu moju dusu rizu na dvoje

I necu te molit, vrati se
nek vrime cini svoje
moram bez tebe
skupit cu forcu svu
za kraj nasmijesit se
dok ti odlazis s vitron
i odnosis mi sve

Ref.
Ajde, zbogom
nek ti je sritno od mene
nikad necu grube rici
kazat za tebe

Ajde, zbogom
nek ti je sritno ovi put
dobro znam da
vrime je za sicanje","https://tekstovi.net/2,186,8257.html",Jure M.stanie,Ajde zbogom,so goodbye,,"Još jučer sam znao o tebi sve
1
rastavit me niko nije moga od tebe
a danas mi oči tvoje kažu istine
koje ovu moju dušu rižu na dvoje. I neću te molit, vrati se
nek' vrime čini svoje
moram bez tebe
skupit ću forcu svu
za kraj nasmiješit se
dok ti odlaziš s vitron
i odnosiš mi sve. [Refren]
Ajde zbogom,
nek' ti je sritno od mene
nikad neću grube riči
kazat za tebe
Ajde, zbogom
nek ti je sritno ovi put
dobro znam da
vrime je za sjećanje","just yesterday i knew all about you
nobody could separate me from you
and today your eyes tell me the truth
that carves my soul in two. and i won't beg you to come back
let's time do its thing
i must be without you
i'll grab the strength
i'll smile for the end
while you're leaving with the wind
and my everything you're taking away. so goodbye
i wish you all the best
i'll never say rude words
about you. so goodbye
i wish you all the best this time
i know that is time
for remembering",https://lyricstranslate.com/en/ajde-zbogom-so-goodbye.html
u5IcBEql_1_7,Oliver Dragojević,Oliver,Ako ikad ozdravim,44699,"Ako ikad ozdravim
docu da te pozdravim
da ti ruku poljubim
da ti dusi oprostim

Ref.
Ako ikad ozdravim
docu da te pozdravim
nek me nisi cekala
zeljo jedina
 
Zora svice, pitaj me
kako mi je bez tebe
vani lete pahulje
kao i ja tope se

Ref.

Ako ikad ozdravim
bit ce to u proljece
kada cvate ruzmarin
i kad trava mirise

Ref.","https://tekstovi.net/2,186,8621.html",,,,,,,
u5IcBEql_1_8,Oliver Dragojević,Oliver,Ako izgubim tebe,154498,"Dok me budi nova zora
znam da sretan bit ce dan
jer kraj uzglavlja si moga
a, na vjedjama ti san
puna ljubavi, puna njeznosti
moja stvarnost sada si ti
 
Ti se budis, ti me gledas
pun topline tvoj je glas
nasa postelja je meka
sreca bdije oko nas
puni ljubavi, puni njeznosti
u toj stvarnosti smo mi

I dok predajem se milovanju tvom
neki cudni krijem strah u srcu svom
ja te trebam, ja te ne dam, 
ja sam tvoj

Ref.
Ako izgubim tebe ja izgubit cu ljubav
ovu beskrajnu srecu koju pruzas mi ti
ako izgubim tebe ja izgubit cu njeznost
i toplinu tog gnjezda koje svili smo mi
ako izgubim tebe ja izgubit cu sve

Kad bih mogao zauvjek
da zaustavim taj sat
da nam zanos vjecno traje
sto bi sve jos mogli dat'
nasoj ljubavi, nasoj njeznosti
nikad ne bi znali kraj","https://tekstovi.net/2,186,8622.html",,Ako izgubim tebe,If I Lose You,Malinkonija,"Dok me budi nova zora
1
znam da sretan bit će dan,
jer kraj uzglavlja si moga,
a na vjeđama ti san;
Puna ljubavi, puna nježnosti
moja stvarnost sad si ti.. Ti se budiš, ti me gledaš
pun topline tvoj je glas,
naša postelja je meka,
sreća bije oko nas;
Puni ljubavi, puni nježnosti,
u toj stvarnosti smo mi.. I dok predajem se milovanju tvom,
neki čudni krijem strah u srcu svom,
ja te trebam, ja te ne dam, ja sam tvoj!. Ako izgubim tebe, ja izgubit ću ljubav
i ovu beskrajnu sreću koju pružaš mi ti.
Ako izgubim tebe, ja izgubit ću nježnost
i toplinu tog gnijezda koje svili smo mi.. Ako izgubim tebe, ja izgubit ću sve!. Kad bih mogao zauvijek
da zaustavim taj sat,
da nam zanos vječno traje,
što bi sve još mogli dat'.
Našoj ljubavi, našoj nježnosti,
nikad ne bi znali kraj.. Jer dok predajem se milovanju tvom,
neki čudni krijem strah u srcu svom,
ja te trebam, ja te ne dam, ja sam tvoj.. Ako izgubim tebe, ja izgubit ću ljubav
i ovu beskrajnu sreću koju pružaš mi ti.
Ako izgubim tebe, ja izgubit ću nježnost
i toplinu tog gnijezda koje svili smo mi.. Ako izgubim tebe, ja izgubit ću sve!","As the new dawn awakens me
I know that the day will be blest,
because you are my bedside,
with dreams still on your eyelids;
[You are] Full of love, full of tenderness
my reality now is you.. You awake, you look at me
your voice is full of warmth,
our bed is soft,
happiness watches over us;
[We are] Full of love, full of tenderness,
in that reality are we.. And as I give in to your caresses,
I hide a strange fear in my heart,
I need you, I won't give you away, I am yours.. If I lose you, I'll lose the love
and this endless happiness you give me.
If I lose you, I'll lose the tenderness
and the warmth of the nest we’ve made.. If I lose you, I'll lose everything!. If I could forever stop time,
that our passion lasts forever,
we would still give all we could.
Our love, our tenderness,
would know no end.. And as I give in to your caresses,
I hide a strange fear in my heart,
I need you, I won't give you away, I am yours.. If I lose you, I'll lose the love
and this endless happiness you give me.
If I lose you, I'll lose the tenderness
and the warmth of the nest we’ve made.. If I lose you, I'll lose everything",https://lyricstranslate.com/en/ako-izgubim-tebe-if-i-lose-you.html-0
u5IcBEql_1_9,Oliver Dragojević,Oliver,Ako potrajes mi ti,112443,"Ako potrajes mi ti
sve cu ti oprostiti, jedina moja
od lazi sa tvojih obraza
sve do moga poraza bija sam tvoj

Ako potrajes mi ti
nikad necu saznati
da l' bila si moja
a kormilo ovo drzim ja
samo bosim nogama
i ne dam se litu
ca me pita za tebe

Neka je voje falilo
nisan se prominija
ja san zadnji mornar ca je
s tebom vesla slomija

Neka je dusu popilo
samo nek kraj mene si
zadnji drhtaj tila dacu za tebe
ako potrajes mi ti","https://tekstovi.net/2,186,8664.html",,,,,,,
